uniprot_id,nr_code,common_name,pdb_id,polymer_entity_id,entity_id,candidate_instance_count,all_candidate_instance_ids_json,all_candidate_qc_json,selected_instance_id,selected_label_asym_id,selected_auth_asym_id,selected_model_num,selected_observed_full_lbd_ca_coverage,selected_bfactor_usable_full_lbd_coverage,tie_break_step,selection_reason
Q03181,NR1C2,PPARδ,5XMX,5XMX_1,1,2,"[""5XMX.A"", ""5XMX.B""]","[{""instance_id"": ""5XMX.B"", ""label_asym_id"": ""B"", ""auth_asym_id"": ""B"", ""observed_full_lbd_ca_coverage"": 0.943231, ""bfactor_usable_full_lbd_coverage"": 0.943231, ""internal_missing_residue_count"": 11, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 13}, {""instance_id"": ""5XMX.A"", ""label_asym_id"": ""A"", ""auth_asym_id"": ""A"", ""observed_full_lbd_ca_coverage"": 0.973799, ""bfactor_usable_full_lbd_coverage"": 0.973799, ""internal_missing_residue_count"": 5, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 6}]",5XMX.A,A,A,1,0.973799,0.973799,highest positive-occupancy full standardized-LBD Ca coverage,2 candidate instance(s) for this receptor x PDB entry x polymer entity; selected 5XMX.A via: highest positive-occupancy full standardized-LBD Ca coverage.
Q96RI1,NR1H4,FXR,5Y1J,5Y1J_1,1,1,"[""5Y1J.A""]","[{""instance_id"": ""5Y1J.A"", ""label_asym_id"": ""A"", ""auth_asym_id"": ""A"", ""observed_full_lbd_ca_coverage"": 0.986667, ""bfactor_usable_full_lbd_coverage"": 0.986667, ""internal_missing_residue_count"": 2, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 2}]",5Y1J.A,A,A,1,0.986667,0.986667,NO_TIE_SINGLE_INSTANCE,1 candidate instance(s) for this receptor x PDB entry x polymer entity; selected 5Y1J.A via: NO_TIE_SINGLE_INSTANCE.
P37231,NR1C3,PPARγ,5Y2O,5Y2O_1,1,2,"[""5Y2O.A"", ""5Y2O.B""]","[{""instance_id"": ""5Y2O.B"", ""label_asym_id"": ""B"", ""auth_asym_id"": ""B"", ""observed_full_lbd_ca_coverage"": 0.93985, ""bfactor_usable_full_lbd_coverage"": 0.93985, ""internal_missing_residue_count"": 15, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 16}, {""instance_id"": ""5Y2O.A"", ""label_asym_id"": ""A"", ""auth_asym_id"": ""A"", ""observed_full_lbd_ca_coverage"": 0.966165, ""bfactor_usable_full_lbd_coverage"": 0.966165, ""internal_missing_residue_count"": 9, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 9}]",5Y2O.A,A,A,1,0.966165,0.966165,highest positive-occupancy full standardized-LBD Ca coverage,2 candidate instance(s) for this receptor x PDB entry x polymer entity; selected 5Y2O.A via: highest positive-occupancy full standardized-LBD Ca coverage.
P37231,NR1C3,PPARγ,5Y2T,5Y2T_1,1,2,"[""5Y2T.A"", ""5Y2T.B""]","[{""instance_id"": ""5Y2T.B"", ""label_asym_id"": ""B"", ""auth_asym_id"": ""B"", ""observed_full_lbd_ca_coverage"": 0.958647, ""bfactor_usable_full_lbd_coverage"": 0.958647, ""internal_missing_residue_count"": 11, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 11}, {""instance_id"": ""5Y2T.A"", ""label_asym_id"": ""A"", ""auth_asym_id"": ""A"", ""observed_full_lbd_ca_coverage"": 0.966165, ""bfactor_usable_full_lbd_coverage"": 0.966165, ""internal_missing_residue_count"": 9, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 9}]",5Y2T.A,A,A,1,0.966165,0.966165,highest positive-occupancy full standardized-LBD Ca coverage,2 candidate instance(s) for this receptor x PDB entry x polymer entity; selected 5Y2T.A via: highest positive-occupancy full standardized-LBD Ca coverage.
P43354,NR4A2,NURR1,5Y41,5Y41_1,1,2,"[""5Y41.A"", ""5Y41.B""]","[{""instance_id"": ""5Y41.B"", ""label_asym_id"": ""B"", ""auth_asym_id"": ""B"", ""observed_full_lbd_ca_coverage"": 0.970339, ""bfactor_usable_full_lbd_coverage"": 0.970339, ""internal_missing_residue_count"": 7, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 7}, {""instance_id"": ""5Y41.A"", ""label_asym_id"": ""A"", ""auth_asym_id"": ""A"", ""observed_full_lbd_ca_coverage"": 0.970339, ""bfactor_usable_full_lbd_coverage"": 0.970339, ""internal_missing_residue_count"": 5, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 7}]",5Y41.A,A,A,1,0.970339,0.970339,fewest internal mapped-but-unmodeled standardized-LBD residues,2 candidate instance(s) for this receptor x PDB entry x polymer entity; selected 5Y41.A via: fewest internal mapped-but-unmodeled standardized-LBD residues.
Q96RI1,NR1H4,FXR,5Y44,5Y44_1,1,1,"[""5Y44.A""]","[{""instance_id"": ""5Y44.A"", ""label_asym_id"": ""A"", ""auth_asym_id"": ""A"", ""observed_full_lbd_ca_coverage"": 0.977778, ""bfactor_usable_full_lbd_coverage"": 0.977778, ""internal_missing_residue_count"": 3, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 3}]",5Y44.A,A,A,1,0.977778,0.977778,NO_TIE_SINGLE_INSTANCE,1 candidate instance(s) for this receptor x PDB entry x polymer entity; selected 5Y44.A via: NO_TIE_SINGLE_INSTANCE.
Q96RI1,NR1H4,FXR,5Y49,5Y49_1,1,2,"[""5Y49.A"", ""5Y49.B""]","[{""instance_id"": ""5Y49.B"", ""label_asym_id"": ""B"", ""auth_asym_id"": ""B"", ""observed_full_lbd_ca_coverage"": 0.995556, ""bfactor_usable_full_lbd_coverage"": 0.995556, ""internal_missing_residue_count"": 0, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 0}, {""instance_id"": ""5Y49.A"", ""label_asym_id"": ""A"", ""auth_asym_id"": ""A"", ""observed_full_lbd_ca_coverage"": 0.982222, ""bfactor_usable_full_lbd_coverage"": 0.982222, ""internal_missing_residue_count"": 3, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 3}]",5Y49.B,B,B,1,0.995556,0.995556,highest positive-occupancy full standardized-LBD Ca coverage,2 candidate instance(s) for this receptor x PDB entry x polymer entity; selected 5Y49.B via: highest positive-occupancy full standardized-LBD Ca coverage.
Q03181,NR1C2,PPARδ,5Y7X,5Y7X_1,1,2,"[""5Y7X.A"", ""5Y7X.B""]","[{""instance_id"": ""5Y7X.B"", ""label_asym_id"": ""B"", ""auth_asym_id"": ""B"", ""observed_full_lbd_ca_coverage"": 0.978166, ""bfactor_usable_full_lbd_coverage"": 0.978166, ""internal_missing_residue_count"": 5, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 5}, {""instance_id"": ""5Y7X.A"", ""label_asym_id"": ""A"", ""auth_asym_id"": ""A"", ""observed_full_lbd_ca_coverage"": 0.973799, ""bfactor_usable_full_lbd_coverage"": 0.973799, ""internal_missing_residue_count"": 6, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 6}]",5Y7X.B,B,B,1,0.978166,0.978166,highest positive-occupancy full standardized-LBD Ca coverage,2 candidate instance(s) for this receptor x PDB entry x polymer entity; selected 5Y7X.B via: highest positive-occupancy full standardized-LBD Ca coverage.
P37231,NR1C3,PPARγ,5YCN,5YCN_1,1,1,"[""5YCN.A""]","[{""instance_id"": ""5YCN.A"", ""label_asym_id"": ""A"", ""auth_asym_id"": ""A"", ""observed_full_lbd_ca_coverage"": 0.958647, ""bfactor_usable_full_lbd_coverage"": 0.958647, ""internal_missing_residue_count"": 11, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 11}]",5YCN.A,A,A,1,0.958647,0.958647,NO_TIE_SINGLE_INSTANCE,1 candidate instance(s) for this receptor x PDB entry x polymer entity; selected 5YCN.A via: NO_TIE_SINGLE_INSTANCE.
P37231,NR1C3,PPARγ,5YCP,5YCP_1,1,1,"[""5YCP.A""]","[{""instance_id"": ""5YCP.A"", ""label_asym_id"": ""A"", ""auth_asym_id"": ""A"", ""observed_full_lbd_ca_coverage"": 0.958647, ""bfactor_usable_full_lbd_coverage"": 0.958647, ""internal_missing_residue_count"": 11, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 11}]",5YCP.A,A,A,1,0.958647,0.958647,NO_TIE_SINGLE_INSTANCE,1 candidate instance(s) for this receptor x PDB entry x polymer entity; selected 5YCP.A via: NO_TIE_SINGLE_INSTANCE.
P43354,NR4A2,NURR1,5YD6,5YD6_1,1,4,"[""5YD6.A"", ""5YD6.B"", ""5YD6.C"", ""5YD6.D""]","[{""instance_id"": ""5YD6.D"", ""label_asym_id"": ""D"", ""auth_asym_id"": ""D"", ""observed_full_lbd_ca_coverage"": 0.944915, ""bfactor_usable_full_lbd_coverage"": 0.944915, ""internal_missing_residue_count"": 13, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 13}, {""instance_id"": ""5YD6.C"", ""label_asym_id"": ""C"", ""auth_asym_id"": ""C"", ""observed_full_lbd_ca_coverage"": 0.944915, ""bfactor_usable_full_lbd_coverage"": 0.944915, ""internal_missing_residue_count"": 13, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 13}, {""instance_id"": ""5YD6.B"", ""label_asym_id"": ""B"", ""auth_asym_id"": ""B"", ""observed_full_lbd_ca_coverage"": 0.940678, ""bfactor_usable_full_lbd_coverage"": 0.940678, ""internal_missing_residue_count"": 12, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 14}, {""instance_id"": ""5YD6.A"", ""label_asym_id"": ""A"", ""auth_asym_id"": ""A"", ""observed_full_lbd_ca_coverage"": 0.936441, ""bfactor_usable_full_lbd_coverage"": 0.936441, ""internal_missing_residue_count"": 13, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 15}]",5YD6.C,C,C,1,0.944915,0.944915,highest positive-occupancy full standardized-LBD Ca coverage,4 candidate instance(s) for this receptor x PDB entry x polymer entity; selected 5YD6.C via: highest positive-occupancy full standardized-LBD Ca coverage.
P51449,NR1F3,RORγ,5YP5,5YP5_1,1,1,"[""5YP5.A""]","[{""instance_id"": ""5YP5.A"", ""label_asym_id"": ""A"", ""auth_asym_id"": ""A"", ""observed_full_lbd_ca_coverage"": 0.995833, ""bfactor_usable_full_lbd_coverage"": 0.995833, ""internal_missing_residue_count"": 0, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 0}]",5YP5.A,A,A,1,0.995833,0.995833,NO_TIE_SINGLE_INSTANCE,1 candidate instance(s) for this receptor x PDB entry x polymer entity; selected 5YP5.A via: NO_TIE_SINGLE_INSTANCE.
P51449,NR1F3,RORγ,5YP6,5YP6_1,1,1,"[""5YP6.A""]","[{""instance_id"": ""5YP6.A"", ""label_asym_id"": ""A"", ""auth_asym_id"": ""A"", ""observed_full_lbd_ca_coverage"": 0.995833, ""bfactor_usable_full_lbd_coverage"": 0.995833, ""internal_missing_residue_count"": 0, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 0}]",5YP6.A,A,A,1,0.995833,0.995833,NO_TIE_SINGLE_INSTANCE,1 candidate instance(s) for this receptor x PDB entry x polymer entity; selected 5YP6.A via: NO_TIE_SINGLE_INSTANCE.
P62508,NR3B3,ERRγ,5YSO,5YSO_1,1,3,"[""5YSO.A"", ""5YSO.B"", ""5YSO.C""]","[{""instance_id"": ""5YSO.C"", ""label_asym_id"": ""C"", ""auth_asym_id"": ""C"", ""observed_full_lbd_ca_coverage"": 0.906667, ""bfactor_usable_full_lbd_coverage"": 0.906667, ""internal_missing_residue_count"": 0, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 21}, {""instance_id"": ""5YSO.B"", ""label_asym_id"": ""B"", ""auth_asym_id"": ""B"", ""observed_full_lbd_ca_coverage"": 0.995556, ""bfactor_usable_full_lbd_coverage"": 0.995556, ""internal_missing_residue_count"": 0, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 1}, {""instance_id"": ""5YSO.A"", ""label_asym_id"": ""A"", ""auth_asym_id"": ""A"", ""observed_full_lbd_ca_coverage"": 0.986667, ""bfactor_usable_full_lbd_coverage"": 0.986667, ""internal_missing_residue_count"": 0, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 3}]",5YSO.B,B,B,1,0.995556,0.995556,highest positive-occupancy full standardized-LBD Ca coverage,3 candidate instance(s) for this receptor x PDB entry x polymer entity; selected 5YSO.B via: highest positive-occupancy full standardized-LBD Ca coverage.
P11473,NR1I1,VDR,5YSY,5YSY_1,1,1,"[""5YSY.A""]","[{""instance_id"": ""5YSY.A"", ""label_asym_id"": ""A"", ""auth_asym_id"": ""A"", ""observed_full_lbd_ca_coverage"": 0.828283, ""bfactor_usable_full_lbd_coverage"": 0.828283, ""internal_missing_residue_count"": 0, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 0}]",5YSY.A,A,A,1,0.828283,0.828283,NO_TIE_SINGLE_INSTANCE,1 candidate instance(s) for this receptor x PDB entry x polymer entity; selected 5YSY.A via: NO_TIE_SINGLE_INSTANCE.
P11473,NR1I1,VDR,5YT2,5YT2_1,1,1,"[""5YT2.A""]","[{""instance_id"": ""5YT2.A"", ""label_asym_id"": ""A"", ""auth_asym_id"": ""A"", ""observed_full_lbd_ca_coverage"": 0.828283, ""bfactor_usable_full_lbd_coverage"": 0.828283, ""internal_missing_residue_count"": 0, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 0}]",5YT2.A,A,A,1,0.828283,0.828283,NO_TIE_SINGLE_INSTANCE,1 candidate instance(s) for this receptor x PDB entry x polymer entity; selected 5YT2.A via: NO_TIE_SINGLE_INSTANCE.
Q96RI1,NR1H4,FXR,5YXB,5YXB_1,1,1,"[""5YXB.A""]","[{""instance_id"": ""5YXB.A"", ""label_asym_id"": ""A"", ""auth_asym_id"": ""A"", ""observed_full_lbd_ca_coverage"": 0.973333, ""bfactor_usable_full_lbd_coverage"": 0.973333, ""internal_missing_residue_count"": 5, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 6}]",5YXB.A,A,A,1,0.973333,0.973333,NO_TIE_SINGLE_INSTANCE,1 candidate instance(s) for this receptor x PDB entry x polymer entity; selected 5YXB.A via: NO_TIE_SINGLE_INSTANCE.
Q96RI1,NR1H4,FXR,5YXD,5YXD_1,1,1,"[""5YXD.A""]","[{""instance_id"": ""5YXD.A"", ""label_asym_id"": ""A"", ""auth_asym_id"": ""A"", ""observed_full_lbd_ca_coverage"": 1.0, ""bfactor_usable_full_lbd_coverage"": 1.0, ""internal_missing_residue_count"": 0, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 0}]",5YXD.A,A,A,1,1.0,1.0,NO_TIE_SINGLE_INSTANCE,1 candidate instance(s) for this receptor x PDB entry x polymer entity; selected 5YXD.A via: NO_TIE_SINGLE_INSTANCE.
Q96RI1,NR1H4,FXR,5YXJ,5YXJ_1,1,2,"[""5YXJ.A"", ""5YXJ.B""]","[{""instance_id"": ""5YXJ.B"", ""label_asym_id"": ""B"", ""auth_asym_id"": ""B"", ""observed_full_lbd_ca_coverage"": 0.96, ""bfactor_usable_full_lbd_coverage"": 0.96, ""internal_missing_residue_count"": 8, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 9}, {""instance_id"": ""5YXJ.A"", ""label_asym_id"": ""A"", ""auth_asym_id"": ""A"", ""observed_full_lbd_ca_coverage"": 0.982222, ""bfactor_usable_full_lbd_coverage"": 0.982222, ""internal_missing_residue_count"": 3, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 4}]",5YXJ.A,A,A,1,0.982222,0.982222,highest positive-occupancy full standardized-LBD Ca coverage,2 candidate instance(s) for this receptor x PDB entry x polymer entity; selected 5YXJ.A via: highest positive-occupancy full standardized-LBD Ca coverage.
Q96RI1,NR1H4,FXR,5YXL,5YXL_1,1,2,"[""5YXL.A"", ""5YXL.C""]","[{""instance_id"": ""5YXL.C"", ""label_asym_id"": ""C"", ""auth_asym_id"": ""C"", ""observed_full_lbd_ca_coverage"": 0.924444, ""bfactor_usable_full_lbd_coverage"": 0.924444, ""internal_missing_residue_count"": 16, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 17}, {""instance_id"": ""5YXL.A"", ""label_asym_id"": ""A"", ""auth_asym_id"": ""A"", ""observed_full_lbd_ca_coverage"": 0.968889, ""bfactor_usable_full_lbd_coverage"": 0.968889, ""internal_missing_residue_count"": 6, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 7}]",5YXL.A,A,A,1,0.968889,0.968889,highest positive-occupancy full standardized-LBD Ca coverage,2 candidate instance(s) for this receptor x PDB entry x polymer entity; selected 5YXL.A via: highest positive-occupancy full standardized-LBD Ca coverage.
Q96RI1,NR1H4,FXR,5Z12,5Z12_1,1,2,"[""5Z12.A"", ""5Z12.E""]","[{""instance_id"": ""5Z12.E"", ""label_asym_id"": ""E"", ""auth_asym_id"": ""D"", ""observed_full_lbd_ca_coverage"": 0.977778, ""bfactor_usable_full_lbd_coverage"": 0.977778, ""internal_missing_residue_count"": 5, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 5}, {""instance_id"": ""5Z12.A"", ""label_asym_id"": ""A"", ""auth_asym_id"": ""A"", ""observed_full_lbd_ca_coverage"": 0.977778, ""bfactor_usable_full_lbd_coverage"": 0.977778, ""internal_missing_residue_count"": 5, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 5}]",5Z12.A,A,A,1,0.977778,0.977778,lexicographically smallest label_asym_id,2 candidate instance(s) for this receptor x PDB entry x polymer entity; selected 5Z12.A via: lexicographically smallest label_asym_id.
P19793,NR2B1,RXRα,5Z12,5Z12_2,2,2,"[""5Z12.B"", ""5Z12.G""]","[{""instance_id"": ""5Z12.G"", ""label_asym_id"": ""G"", ""auth_asym_id"": ""B"", ""observed_full_lbd_ca_coverage"": 0.935345, ""bfactor_usable_full_lbd_coverage"": 0.935345, ""internal_missing_residue_count"": 14, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 14}, {""instance_id"": ""5Z12.B"", ""label_asym_id"": ""B"", ""auth_asym_id"": ""C"", ""observed_full_lbd_ca_coverage"": 0.875, ""bfactor_usable_full_lbd_coverage"": 0.875, ""internal_missing_residue_count"": 25, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 28}]",5Z12.G,G,B,1,0.935345,0.935345,highest positive-occupancy full standardized-LBD Ca coverage,2 candidate instance(s) for this receptor x PDB entry x polymer entity; selected 5Z12.G via: highest positive-occupancy full standardized-LBD Ca coverage.
P37231,NR1C3,PPARγ,5Z5S,5Z5S_1,1,1,"[""5Z5S.A""]","[{""instance_id"": ""5Z5S.A"", ""label_asym_id"": ""A"", ""auth_asym_id"": ""A"", ""observed_full_lbd_ca_coverage"": 0.958647, ""bfactor_usable_full_lbd_coverage"": 0.958647, ""internal_missing_residue_count"": 11, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 11}]",5Z5S.A,A,A,1,0.958647,0.958647,NO_TIE_SINGLE_INSTANCE,1 candidate instance(s) for this receptor x PDB entry x polymer entity; selected 5Z5S.A via: NO_TIE_SINGLE_INSTANCE.
P37231,NR1C3,PPARγ,5Z6S,5Z6S_1,1,1,"[""5Z6S.A""]","[{""instance_id"": ""5Z6S.A"", ""label_asym_id"": ""A"", ""auth_asym_id"": ""A"", ""observed_full_lbd_ca_coverage"": 0.958647, ""bfactor_usable_full_lbd_coverage"": 0.958647, ""internal_missing_residue_count"": 11, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 11}]",5Z6S.A,A,A,1,0.958647,0.958647,NO_TIE_SINGLE_INSTANCE,1 candidate instance(s) for this receptor x PDB entry x polymer entity; selected 5Z6S.A via: NO_TIE_SINGLE_INSTANCE.
P51449,NR1F3,RORγ,5ZA1,5ZA1_1,1,2,"[""5ZA1.A"", ""5ZA1.B""]","[{""instance_id"": ""5ZA1.B"", ""label_asym_id"": ""B"", ""auth_asym_id"": ""B"", ""observed_full_lbd_ca_coverage"": 0.9125, ""bfactor_usable_full_lbd_coverage"": 0.9125, ""internal_missing_residue_count"": 7, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 7}, {""instance_id"": ""5ZA1.A"", ""label_asym_id"": ""A"", ""auth_asym_id"": ""A"", ""observed_full_lbd_ca_coverage"": 0.941667, ""bfactor_usable_full_lbd_coverage"": 0.941667, ""internal_missing_residue_count"": 0, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 0}]",5ZA1.A,A,A,1,0.941667,0.941667,highest positive-occupancy full standardized-LBD Ca coverage,2 candidate instance(s) for this receptor x PDB entry x polymer entity; selected 5ZA1.A via: highest positive-occupancy full standardized-LBD Ca coverage.
P19793,NR2B1,RXRα,5ZQU,5ZQU_1,1,4,"[""5ZQU.A"", ""5ZQU.B"", ""5ZQU.C"", ""5ZQU.D""]","[{""instance_id"": ""5ZQU.D"", ""label_asym_id"": ""D"", ""auth_asym_id"": ""D"", ""observed_full_lbd_ca_coverage"": 0.840517, ""bfactor_usable_full_lbd_coverage"": 0.840517, ""internal_missing_residue_count"": 0, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 37}, {""instance_id"": ""5ZQU.C"", ""label_asym_id"": ""C"", ""auth_asym_id"": ""C"", ""observed_full_lbd_ca_coverage"": 0.849138, ""bfactor_usable_full_lbd_coverage"": 0.849138, ""internal_missing_residue_count"": 0, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 35}, {""instance_id"": ""5ZQU.B"", ""label_asym_id"": ""B"", ""auth_asym_id"": ""B"", ""observed_full_lbd_ca_coverage"": 0.853448, ""bfactor_usable_full_lbd_coverage"": 0.853448, ""internal_missing_residue_count"": 0, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 34}, {""instance_id"": ""5ZQU.A"", ""label_asym_id"": ""A"", ""auth_asym_id"": ""A"", ""observed_full_lbd_ca_coverage"": 0.844828, ""bfactor_usable_full_lbd_coverage"": 0.844828, ""internal_missing_residue_count"": 0, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 36}]",5ZQU.B,B,B,1,0.853448,0.853448,highest positive-occupancy full standardized-LBD Ca coverage,4 candidate instance(s) for this receptor x PDB entry x polymer entity; selected 5ZQU.B via: highest positive-occupancy full standardized-LBD Ca coverage.
Q03181,NR1C2,PPARδ,5ZXI,5ZXI_1,1,2,"[""5ZXI.A"", ""5ZXI.B""]","[{""instance_id"": ""5ZXI.B"", ""label_asym_id"": ""B"", ""auth_asym_id"": ""B"", ""observed_full_lbd_ca_coverage"": 0.938865, ""bfactor_usable_full_lbd_coverage"": 0.938865, ""internal_missing_residue_count"": 13, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 14}, {""instance_id"": ""5ZXI.A"", ""label_asym_id"": ""A"", ""auth_asym_id"": ""A"", ""observed_full_lbd_ca_coverage"": 0.956332, ""bfactor_usable_full_lbd_coverage"": 0.956332, ""internal_missing_residue_count"": 9, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 10}]",5ZXI.A,A,A,1,0.956332,0.956332,highest positive-occupancy full standardized-LBD Ca coverage,2 candidate instance(s) for this receptor x PDB entry x polymer entity; selected 5ZXI.A via: highest positive-occupancy full standardized-LBD Ca coverage.
P51449,NR1F3,RORγ,6A22,6A22_1,1,4,"[""6A22.A"", ""6A22.C"", ""6A22.E"", ""6A22.G""]","[{""instance_id"": ""6A22.G"", ""label_asym_id"": ""G"", ""auth_asym_id"": ""G"", ""observed_full_lbd_ca_coverage"": 0.9375, ""bfactor_usable_full_lbd_coverage"": 0.9375, ""internal_missing_residue_count"": 0, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 15}, {""instance_id"": ""6A22.E"", ""label_asym_id"": ""E"", ""auth_asym_id"": ""E"", ""observed_full_lbd_ca_coverage"": 0.9375, ""bfactor_usable_full_lbd_coverage"": 0.9375, ""internal_missing_residue_count"": 0, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 15}, {""instance_id"": ""6A22.C"", ""label_asym_id"": ""C"", ""auth_asym_id"": ""C"", ""observed_full_lbd_ca_coverage"": 0.9375, ""bfactor_usable_full_lbd_coverage"": 0.9375, ""internal_missing_residue_count"": 0, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 15}, {""instance_id"": ""6A22.A"", ""label_asym_id"": ""A"", ""auth_asym_id"": ""A"", ""observed_full_lbd_ca_coverage"": 0.9375, ""bfactor_usable_full_lbd_coverage"": 0.9375, ""internal_missing_residue_count"": 0, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 15}]",6A22.A,A,A,1,0.9375,0.9375,lexicographically smallest label_asym_id,4 candidate instance(s) for this receptor x PDB entry x polymer entity; selected 6A22.A via: lexicographically smallest label_asym_id.
Q96RI1,NR1H4,FXR,6A5W,6A5W_1,1,2,"[""6A5W.A"", ""6A5W.C""]","[{""instance_id"": ""6A5W.C"", ""label_asym_id"": ""C"", ""auth_asym_id"": ""C"", ""observed_full_lbd_ca_coverage"": 0.995556, ""bfactor_usable_full_lbd_coverage"": 0.995556, ""internal_missing_residue_count"": 0, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 0}, {""instance_id"": ""6A5W.A"", ""label_asym_id"": ""A"", ""auth_asym_id"": ""A"", ""observed_full_lbd_ca_coverage"": 0.995556, ""bfactor_usable_full_lbd_coverage"": 0.995556, ""internal_missing_residue_count"": 0, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 0}]",6A5W.A,A,A,1,0.995556,0.995556,lexicographically smallest label_asym_id,2 candidate instance(s) for this receptor x PDB entry x polymer entity; selected 6A5W.A via: lexicographically smallest label_asym_id.
