pdb_id,polymer_entity_id,entity_id,instance_id,label_asym_id,auth_asym_id,instance_metadata_status,instance_metadata_notes
3T03,3T03_1,1,3T03.B,B,B,PASS,
3T03,3T03_1,1,3T03.A,A,A,PASS,
3TKC,3TKC_1,1,3TKC.A,A,A,PASS,
3TKM,3TKM_1,1,3TKM.A,A,A,PASS,
3TX7,3TX7_2,2,3TX7.B,B,B,PASS,
3TY0,3TY0_1,1,3TY0.B,B,B,PASS,
3TY0,3TY0_1,1,3TY0.A,A,A,PASS,
3U9Q,3U9Q_1,1,3U9Q.A,A,A,PASS,
3UU7,3UU7_1,1,3UU7.A,A,A,PASS,
3UU7,3UU7_2,2,3UU7.B,B,B,PASS,
3UUA,3UUA_1,1,3UUA.A,A,A,PASS,
3UUA,3UUA_2,2,3UUA.B,B,B,PASS,
3UUC,3UUC_1,1,3UUC.D,D,D,PASS,
3UUC,3UUC_1,1,3UUC.C,C,C,PASS,
3UUC,3UUC_1,1,3UUC.B,B,B,PASS,
3UUC,3UUC_1,1,3UUC.A,A,A,PASS,
3UUD,3UUD_1,1,3UUD.A,A,A,PASS,
3UUD,3UUD_2,2,3UUD.B,B,B,PASS,
3UVV,3UVV_2,2,3UVV.B,B,B,PASS,
3V3E,3V3E_1,1,3V3E.B,B,A,PASS,
3V3E,3V3E_1,1,3V3E.A,A,B,PASS,
3V3Q,3V3Q_1,1,3V3Q.B,B,B,PASS,
3V3Q,3V3Q_1,1,3V3Q.A,A,A,PASS,
3V49,3V49_1,1,3V49.A,A,A,PASS,
3V49,3V49_2,2,3V49.B,B,B,PASS,
3V4A,3V4A_1,1,3V4A.A,A,A,PASS,
3V4A,3V4A_2,2,3V4A.B,B,B,PASS,
3V9T,3V9T_1,1,3V9T.A,A,A,PASS,
3V9V,3V9V_1,1,3V9V.A,A,A,PASS,
3V9Y,3V9Y_1,1,3V9Y.A,A,A,PASS,
3VHU,3VHU_1,1,3VHU.A,A,A,PASS,
3VHV,3VHV_1,1,3VHV.A,A,A,PASS,
3VHW,3VHW_1,1,3VHW.A,A,A,PASS,
3VI8,3VI8_1,1,3VI8.A,A,A,PASS,
3VJH,3VJH_1,1,3VJH.B,B,B,PASS,
3VJH,3VJH_1,1,3VJH.A,A,A,PASS,
3VJI,3VJI_1,1,3VJI.B,B,B,PASS,
3VJI,3VJI_1,1,3VJI.A,A,A,PASS,
3VN2,3VN2_1,1,3VN2.A,A,A,PASS,
3VSO,3VSO_1,1,3VSO.B,B,B,PASS,
3VSO,3VSO_1,1,3VSO.A,A,A,PASS,
3VSP,3VSP_1,1,3VSP.B,B,B,PASS,
3VSP,3VSP_1,1,3VSP.A,A,A,PASS,
3W0A,3W0A_1,1,3W0A.A,A,A,PASS,
3W0C,3W0C_1,1,3W0C.A,A,A,PASS,
3W0Y,3W0Y_1,1,3W0Y.A,A,A,PASS,
3WFF,3WFF_1,1,3WFF.A,A,A,PASS,
3WFG,3WFG_1,1,3WFG.A,A,A,PASS,
3WGP,3WGP_1,1,3WGP.A,A,A,PASS,
3WJ4,3WJ4_1,1,3WJ4.B,B,B,PASS,
3WJ4,3WJ4_1,1,3WJ4.A,A,A,PASS,
3WJ5,3WJ5_1,1,3WJ5.B,B,B,PASS,
3WJ5,3WJ5_1,1,3WJ5.A,A,A,PASS,
3WMH,3WMH_1,1,3WMH.B,B,B,PASS,
3WMH,3WMH_1,1,3WMH.A,A,A,PASS,
3WWR,3WWR_1,1,3WWR.A,A,A,PASS,
3X1H,3X1H_1,1,3X1H.B,B,B,PASS,
3X1H,3X1H_1,1,3X1H.A,A,A,PASS,
3X1I,3X1I_1,1,3X1I.B,B,B,PASS,
3X1I,3X1I_1,1,3X1I.A,A,A,PASS,
3X31,3X31_1,1,3X31.A,A,A,PASS,
3X36,3X36_1,1,3X36.A,A,A,PASS,
3ZQT,3ZQT_1,1,3ZQT.A,A,A,PASS,
3ZR7,3ZR7_1,1,3ZR7.B,B,B,PASS,
3ZR7,3ZR7_1,1,3ZR7.A,A,A,PASS,
3ZRA,3ZRA_1,1,3ZRA.B,B,B,PASS,
3ZRA,3ZRA_1,1,3ZRA.A,A,A,PASS,
3ZRB,3ZRB_1,1,3ZRB.B,B,B,PASS,
3ZRB,3ZRB_1,1,3ZRB.A,A,A,PASS,
4A2J,4A2J_1,1,4A2J.B,B,B,PASS,
4A2J,4A2J_1,1,4A2J.A,A,A,PASS,
4A4V,4A4V_1,1,4A4V.B,B,B,PASS,
4A4V,4A4V_1,1,4A4V.A,A,A,PASS,
4A4W,4A4W_1,1,4A4W.B,B,B,PASS,
4A4W,4A4W_1,1,4A4W.A,A,A,PASS,
4AA6,4AA6_1,1,4AA6.F,F,F,PASS,
4AA6,4AA6_1,1,4AA6.E,E,E,PASS,
4AA6,4AA6_1,1,4AA6.B,B,B,PASS,
4AA6,4AA6_1,1,4AA6.A,A,A,PASS,
4APU,4APU_1,1,4APU.B,B,B,PASS,
4APU,4APU_1,1,4APU.A,A,A,PASS,
4B7W,4B7W_1,1,4B7W.D,D,D,PASS,
4B7W,4B7W_1,1,4B7W.C,C,C,PASS,
4B7W,4B7W_1,1,4B7W.B,B,B,PASS,
4B7W,4B7W_1,1,4B7W.A,A,A,PASS,
4BCR,4BCR_1,1,4BCR.B,B,B,PASS,
4BCR,4BCR_1,1,4BCR.A,A,A,PASS,
4CI4,4CI4_1,1,4CI4.A,A,A,PASS,
4CI5,4CI5_1,1,4CI5.B,B,B,PASS,
4CI5,4CI5_1,1,4CI5.A,A,A,PASS,
4CN2,4CN2_3,3,4CN2.D,D,D,PASS,
4CN2,4CN2_3,3,4CN2.C,C,C,PASS,
4CN3,4CN3_1,1,4CN3.C,C,C,PASS,
4CN3,4CN3_1,1,4CN3.B,B,B,PASS,
4CN3,4CN3_1,1,4CN3.A,A,A,PASS,
4CN3,4CN3_2,2,4CN3.D,D,D,PASS,
4CN5,4CN5_1,1,4CN5.B,B,B,PASS,
4CN5,4CN5_1,1,4CN5.A,A,A,PASS,
4CN7,4CN7_1,1,4CN7.F,F,F,PASS,
4CN7,4CN7_1,1,4CN7.E,E,E,PASS,
4CN7,4CN7_1,1,4CN7.B,B,B,PASS,
4CN7,4CN7_1,1,4CN7.A,A,A,PASS,
4CSJ,4CSJ_1,1,4CSJ.A,A,A,PASS,
4DK7,4DK7_1,1,4DK7.C,C,C,PASS,
4DK7,4DK7_1,1,4DK7.A,A,A,PASS,
4DK8,4DK8_1,1,4DK8.C,C,C,PASS,
4DK8,4DK8_1,1,4DK8.A,A,A,PASS,
4DM6,4DM6_1,1,4DM6.B,B,B,PASS,
4DM6,4DM6_1,1,4DM6.A,A,A,PASS,
4DM8,4DM8_1,1,4DM8.B,B,B,PASS,
4DM8,4DM8_1,1,4DM8.A,A,A,PASS,
4DMA,4DMA_1,1,4DMA.B,B,B,PASS,
4DMA,4DMA_1,1,4DMA.A,A,A,PASS,
4DOR,4DOR_1,1,4DOR.B,B,B,PASS,
4DOR,4DOR_1,1,4DOR.A,A,A,PASS,
4DOR,4DOR_2,2,4DOR.D,D,D,PASS,
4DOR,4DOR_2,2,4DOR.C,C,C,PASS,
4DOS,4DOS_1,1,4DOS.A,A,A,PASS,
4DQM,4DQM_1,1,4DQM.C,C,C,PASS,
4DQM,4DQM_1,1,4DQM.A,A,A,PASS,
4E4K,4E4K_1,1,4E4K.B,B,B,PASS,
4E4K,4E4K_1,1,4E4K.A,A,A,PASS,
4E4Q,4E4Q_1,1,4E4Q.B,B,B,PASS,
4E4Q,4E4Q_1,1,4E4Q.A,A,A,PASS,
4EM9,4EM9_1,1,4EM9.B,B,B,PASS,
4EM9,4EM9_1,1,4EM9.A,A,A,PASS,
4EMA,4EMA_1,1,4EMA.B,B,B,PASS,
4EMA,4EMA_1,1,4EMA.A,A,A,PASS,
4F9M,4F9M_1,1,4F9M.A,A,A,PASS,
4FGY,4FGY_1,1,4FGY.A,A,A,PASS,
4G2I,4G2I_1,1,4G2I.A,A,A,PASS,
4HEE,4HEE_1,1,4HEE.A,A,X,PASS,
4HLW,4HLW_1,1,4HLW.A,A,A,PASS,
4HN5,4HN5_1,1,4HN5.D,D,B,PASS,
4HN5,4HN5_1,1,4HN5.A,A,A,PASS,
4HN6,4HN6_1,1,4HN6.D,D,B,PASS,
4HN6,4HN6_1,1,4HN6.A,A,A,PASS,
4IQR,4IQR_1,1,4IQR.F,F,F,PASS,
4IQR,4IQR_1,1,4IQR.E,E,E,PASS,
4IQR,4IQR_1,1,4IQR.B,B,B,PASS,
4IQR,4IQR_1,1,4IQR.A,A,A,PASS,
4IS8,4IS8_1,1,4IS8.B,B,B,PASS,
4IS8,4IS8_1,1,4IS8.A,A,A,PASS,
4ITE,4ITE_1,1,4ITE.A,A,A,PASS,
4ITF,4ITF_1,1,4ITF.A,A,A,PASS,
4IU7,4IU7_1,1,4IU7.B,B,B,PASS,
4IU7,4IU7_1,1,4IU7.A,A,A,PASS,
4IUI,4IUI_1,1,4IUI.C,C,B,PASS,
4IUI,4IUI_1,1,4IUI.A,A,A,PASS,
4IV2,4IV2_1,1,4IV2.B,B,B,PASS,
4IV2,4IV2_1,1,4IV2.A,A,A,PASS,
4IV4,4IV4_1,1,4IV4.B,B,B,PASS,
4IV4,4IV4_1,1,4IV4.A,A,A,PASS,
4IVW,4IVW_1,1,4IVW.C,C,B,PASS,
4IVW,4IVW_1,1,4IVW.A,A,A,PASS,
4IVY,4IVY_1,1,4IVY.C,C,B,PASS,
4IVY,4IVY_1,1,4IVY.A,A,A,PASS,
4IW6,4IW6_1,1,4IW6.C,C,B,PASS,
4IW6,4IW6_1,1,4IW6.A,A,A,PASS,
4IW8,4IW8_1,1,4IW8.D,D,B,PASS,
4IW8,4IW8_1,1,4IW8.A,A,A,PASS,
4IWC,4IWC_1,1,4IWC.B,B,B,PASS,
4IWC,4IWC_1,1,4IWC.A,A,A,PASS,
4IWF,4IWF_1,1,4IWF.B,B,B,PASS,
4IWF,4IWF_1,1,4IWF.A,A,A,PASS,
4J24,4J24_1,1,4J24.D,D,D,PASS,
4J24,4J24_1,1,4J24.C,C,C,PASS,
4J24,4J24_1,1,4J24.B,B,B,PASS,
4J24,4J24_1,1,4J24.A,A,A,PASS,
4J26,4J26_1,1,4J26.C,C,B,PASS,
4J26,4J26_1,1,4J26.A,A,A,PASS,
4J5W,4J5W_1,1,4J5W.B,B,B,PASS,
4J5W,4J5W_1,1,4J5W.A,A,A,PASS,
4J5W,4J5W_2,2,4J5W.D,D,D,PASS,
4J5W,4J5W_2,2,4J5W.C,C,C,PASS,
4J5X,4J5X_1,1,4J5X.B,B,C,PASS,
4J5X,4J5X_1,1,4J5X.A,A,D,PASS,
4J5X,4J5X_2,2,4J5X.D,D,B,PASS,
4J5X,4J5X_2,2,4J5X.C,C,A,PASS,
4JAZ,4JAZ_1,1,4JAZ.B,B,B,PASS,
4JAZ,4JAZ_1,1,4JAZ.A,A,A,PASS,
4JC3,4JC3_2,2,4JC3.B,B,B,PASS,
4JDD,4JDD_2,2,4JDD.B,B,B,PASS,
4JGV,4JGV_1,1,4JGV.B,B,B,PASS,
4JGV,4JGV_1,1,4JGV.A,A,A,PASS,
4JL4,4JL4_1,1,4JL4.B,B,B,PASS,
4JL4,4JL4_1,1,4JL4.A,A,A,PASS,
4JYG,4JYG_1,1,4JYG.B,B,B,PASS,
4JYG,4JYG_1,1,4JYG.A,A,A,PASS,
4JYH,4JYH_1,1,4JYH.B,B,B,PASS,
4JYH,4JYH_1,1,4JYH.A,A,A,PASS,
4JYI,4JYI_1,1,4JYI.B,B,B,PASS,
4JYI,4JYI_1,1,4JYI.A,A,A,PASS,
4K4J,4K4J_1,1,4K4J.A,A,A,PASS,
4K6I,4K6I_1,1,4K6I.A,A,A,PASS,
4K7A,4K7A_1,1,4K7A.A,A,A,PASS,
4KZI,4KZI_1,1,4KZI.B,B,A,PASS,
4KZI,4KZI_1,1,4KZI.A,A,B,PASS,
4KZJ,4KZJ_1,1,4KZJ.B,B,A,PASS,
4KZJ,4KZJ_1,1,4KZJ.A,A,B,PASS,
4KZM,4KZM_1,1,4KZM.B,B,A,PASS,
4KZM,4KZM_1,1,4KZM.A,A,B,PASS,
4L96,4L96_1,1,4L96.A,A,A,PASS,
4L98,4L98_1,1,4L98.B,B,B,PASS,
4L98,4L98_1,1,4L98.A,A,A,PASS,
4LBD,4LBD_1,1,4LBD.A,A,A,PASS,
4LNW,4LNW_1,1,4LNW.A,A,A,PASS,
4LNX,4LNX_1,1,4LNX.A,A,A,PASS,
4LOG,4LOG_1,1,4LOG.B,B,B,PASS,
4LOG,4LOG_1,1,4LOG.A,A,A,PASS,
4LSJ,4LSJ_1,1,4LSJ.A,A,A,PASS,
4M8E,4M8E_1,1,4M8E.A,A,A,PASS,
4M8H,4M8H_1,1,4M8H.A,A,A,PASS,
4MDD,4MDD_1,1,4MDD.B,B,B,PASS,
4MDD,4MDD_1,1,4MDD.A,A,A,PASS,
4MG5,4MG5_1,1,4MG5.B,B,B,PASS,
4MG5,4MG5_1,1,4MG5.A,A,A,PASS,
4MG6,4MG6_1,1,4MG6.B,B,B,PASS,
4MG6,4MG6_1,1,4MG6.A,A,A,PASS,
4MG7,4MG7_1,1,4MG7.A,A,A,PASS,
4MG7,4MG7_2,2,4MG7.B,B,B,PASS,
4MG8,4MG8_1,1,4MG8.A,A,A,PASS,
4MG8,4MG8_2,2,4MG8.B,B,B,PASS,
4MG9,4MG9_1,1,4MG9.A,A,A,PASS,
4MG9,4MG9_2,2,4MG9.B,B,B,PASS,
4MGA,4MGA_1,1,4MGA.A,A,A,PASS,
4MGA,4MGA_2,2,4MGA.B,B,B,PASS,
4MGB,4MGB_1,1,4MGB.A,A,A,PASS,
4MGB,4MGB_2,2,4MGB.B,B,B,PASS,
4MGC,4MGC_1,1,4MGC.B,B,B,PASS,
4MGC,4MGC_1,1,4MGC.A,A,A,PASS,
4MGD,4MGD_1,1,4MGD.A,A,A,PASS,
4MGD,4MGD_2,2,4MGD.B,B,B,PASS,
4N5G,4N5G_1,1,4N5G.D,D,D,PASS,
4N5G,4N5G_1,1,4N5G.C,C,C,PASS,
4N5G,4N5G_1,1,4N5G.B,B,B,PASS,
4N5G,4N5G_1,1,4N5G.A,A,A,PASS,
4N73,4N73_1,1,4N73.A,A,A,PASS,
4N8R,4N8R_1,1,4N8R.D,D,D,PASS,
4N8R,4N8R_1,1,4N8R.C,C,C,PASS,
4N8R,4N8R_1,1,4N8R.B,B,B,PASS,
4N8R,4N8R_1,1,4N8R.A,A,A,PASS,
4NB6,4NB6_1,1,4NB6.B,B,B,PASS,
4NB6,4NB6_1,1,4NB6.A,A,A,PASS,
4NIE,4NIE_1,1,4NIE.B,B,B,PASS,
4NIE,4NIE_1,1,4NIE.A,A,A,PASS,
4NQA,4NQA_1,1,4NQA.G,G,H,PASS,
4NQA,4NQA_1,1,4NQA.A,A,A,PASS,
4NQA,4NQA_2,2,4NQA.H,H,I,PASS,
4NQA,4NQA_2,2,4NQA.B,B,B,PASS,
4NY9,4NY9_1,1,4NY9.A,A,A,PASS,
4O6F,4O6F_2,2,4O6F.B,B,B,PASS,
4O8F,4O8F_1,1,4O8F.B,B,B,PASS,
4O8F,4O8F_1,1,4O8F.A,A,A,PASS,
4OAR,4OAR_1,1,4OAR.A,A,A,PASS,
4OC7,4OC7_1,1,4OC7.A,A,A,PASS,
4OEA,4OEA_1,1,4OEA.A,A,A,PASS,
4OED,4OED_1,1,4OED.A,A,A,PASS,
4OEY,4OEY_1,1,4OEY.A,A,A,PASS,
4OEZ,4OEZ_1,1,4OEZ.A,A,A,PASS,
4OFR,4OFR_1,1,4OFR.A,A,A,PASS,
4OFU,4OFU_1,1,4OFU.A,A,A,PASS,
4OGH,4OGH_1,1,4OGH.A,A,A,PASS,
4OH5,4OH5_1,1,4OH5.A,A,A,PASS,
4OH6,4OH6_1,1,4OH6.A,A,A,PASS,
4OHA,4OHA_1,1,4OHA.A,A,A,PASS,
4OIL,4OIL_1,1,4OIL.A,A,A,PASS,
4OIU,4OIU_1,1,4OIU.A,A,A,PASS,
4OIV,4OIV_1,1,4OIV.B,B,B,PASS,
4OIV,4OIV_1,1,4OIV.A,A,A,PASS,
4OJ4,4OJ4_1,1,4OJ4.A,A,A,PASS,
4OJ9,4OJ9_1,1,4OJ9.A,A,A,PASS,
4OJB,4OJB_1,1,4OJB.A,A,A,PASS,
4OK1,4OK1_1,1,4OK1.A,A,A,PASS,
4OKB,4OKB_1,1,4OKB.A,A,A,PASS,
4OKT,4OKT_1,1,4OKT.A,A,A,PASS,
4OKW,4OKW_1,1,4OKW.A,A,A,PASS,
4OKX,4OKX_1,1,4OKX.A,A,A,PASS,
4OLM,4OLM_1,1,4OLM.A,A,A,PASS,
4ONI,4ONI_1,1,4ONI.C,C,B,PASS,
4ONI,4ONI_1,1,4ONI.A,A,A,PASS,
4ONI,4ONI_2,2,4ONI.D,D,D,PASS,
4ONI,4ONI_2,2,4ONI.B,B,C,PASS,
4P6W,4P6W_1,1,4P6W.A,A,A,PASS,
4P6X,4P6X_1,1,4P6X.K,K,K,PASS,
4P6X,4P6X_1,1,4P6X.I,I,I,PASS,
4P6X,4P6X_1,1,4P6X.G,G,G,PASS,
4P6X,4P6X_1,1,4P6X.E,E,E,PASS,
4P6X,4P6X_1,1,4P6X.C,C,C,PASS,
4P6X,4P6X_1,1,4P6X.A,A,A,PASS,
4PF3,4PF3_1,1,4PF3.A,A,A,PASS,
4PLD,4PLD_1,1,4PLD.A,A,A,PASS,
4PLE,4PLE_1,1,4PLE.G,G,G,PASS,
4PLE,4PLE_1,1,4PLE.E,E,E,PASS,
4PLE,4PLE_1,1,4PLE.C,C,C,PASS,
4PLE,4PLE_1,1,4PLE.A,A,A,PASS,
4POH,4POH_1,1,4POH.A,A,A,PASS,
4POJ,4POJ_1,1,4POJ.A,A,A,PASS,
4PP3,4PP3_1,1,4PP3.A,A,A,PASS,
4PP5,4PP5_1,1,4PP5.A,A,A,PASS,
4PP6,4PP6_1,1,4PP6.B,B,B,PASS,
4PP6,4PP6_1,1,4PP6.A,A,A,PASS,
4PPP,4PPP_1,1,4PPP.B,B,B,PASS,
4PPP,4PPP_1,1,4PPP.A,A,A,PASS,
4PPS,4PPS_1,1,4PPS.B,B,B,PASS,
4PPS,4PPS_1,1,4PPS.A,A,A,PASS,
4PRG,4PRG_1,1,4PRG.D,D,D,PASS,
4PRG,4PRG_1,1,4PRG.C,C,C,PASS,
4PRG,4PRG_1,1,4PRG.B,B,B,PASS,
4PRG,4PRG_1,1,4PRG.A,A,A,PASS,
4PVU,4PVU_1,1,4PVU.B,B,B,PASS,
4PVU,4PVU_1,1,4PVU.A,A,A,PASS,
4PWL,4PWL_1,1,4PWL.B,B,B,PASS,
4PWL,4PWL_1,1,4PWL.A,A,A,PASS,
4PXM,4PXM_1,1,4PXM.B,B,B,PASS,
4PXM,4PXM_1,1,4PXM.A,A,A,PASS,
4Q13,4Q13_1,1,4Q13.B,B,B,PASS,
4Q13,4Q13_1,1,4Q13.A,A,A,PASS,
4Q50,4Q50_1,1,4Q50.H,H,H,PASS,
4Q50,4Q50_1,1,4Q50.G,G,G,PASS,
4Q50,4Q50_1,1,4Q50.F,F,F,PASS,
4Q50,4Q50_1,1,4Q50.E,E,E,PASS,
4Q50,4Q50_1,1,4Q50.D,D,D,PASS,
4Q50,4Q50_1,1,4Q50.C,C,C,PASS,
4Q50,4Q50_1,1,4Q50.B,B,B,PASS,
4Q50,4Q50_1,1,4Q50.A,A,A,PASS,
4QE8,4QE8_1,1,4QE8.B,B,B,PASS,
4QE8,4QE8_1,1,4QE8.A,A,A,PASS,
4QJR,4QJR_1,1,4QJR.A,A,A,PASS,
4QK4,4QK4_1,1,4QK4.A,A,A,PASS,
4QL8,4QL8_1,1,4QL8.A,A,A,PASS,
4QM0,4QM0_1,1,4QM0.B,B,C,PASS,
4QM0,4QM0_1,1,4QM0.A,A,A,PASS,
4R06,4R06_1,1,4R06.B,B,B,PASS,
4R06,4R06_1,1,4R06.A,A,A,PASS,
4R2U,4R2U_1,1,4R2U.B,B,D,PASS,
4R2U,4R2U_1,1,4R2U.A,A,A,PASS,
4R6S,4R6S_1,1,4R6S.B,B,B,PASS,
4R6S,4R6S_1,1,4R6S.A,A,A,PASS,
4RAK,4RAK_1,1,4RAK.B,B,B,PASS,
4RAK,4RAK_1,1,4RAK.A,A,A,PASS,
4RE8,4RE8_1,1,4RE8.B,B,A,PASS,
4RE8,4RE8_1,1,4RE8.A,A,B,PASS,
4REE,4REE_1,1,4REE.B,B,A,PASS,
4REE,4REE_1,1,4REE.A,A,B,PASS,
4REF,4REF_1,1,4REF.B,B,A,PASS,
4REF,4REF_1,1,4REF.A,A,B,PASS,
4RFW,4RFW_1,1,4RFW.A,A,A,PASS,
4RMC,4RMC_1,1,4RMC.A,A,A,PASS,
4RMD,4RMD_1,1,4RMD.A,A,A,PASS,
4RME,4RME_1,1,4RME.A,A,A,PASS,
4RWV,4RWV_1,1,4RWV.A,A,A,PASS,
4RWV,4RWV_2,2,4RWV.B,B,B,PASS,
4RZE,4RZE_1,1,4RZE.B,B,A,PASS,
4RZE,4RZE_1,1,4RZE.A,A,B,PASS,
4RZF,4RZF_1,1,4RZF.B,B,A,PASS,
4RZF,4RZF_1,1,4RZF.A,A,B,PASS,
4RZG,4RZG_1,1,4RZG.B,B,A,PASS,
4RZG,4RZG_1,1,4RZG.A,A,B,PASS,
4S0S,4S0S_1,1,4S0S.B,B,B,PASS,
4S0S,4S0S_1,1,4S0S.A,A,A,PASS,
4S0T,4S0T_1,1,4S0T.B,B,B,PASS,
4S0T,4S0T_1,1,4S0T.A,A,A,PASS,
4S14,4S14_1,1,4S14.A,A,A,PASS,
4S15,4S15_1,1,4S15.C,C,B,PASS,
4S15,4S15_1,1,4S15.A,A,A,PASS,
4TNT,4TNT_1,1,4TNT.B,B,B,PASS,
4TNT,4TNT_1,1,4TNT.A,A,A,PASS,
4TUZ,4TUZ_1,1,4TUZ.A,A,A,PASS,
4TUZ,4TUZ_2,2,4TUZ.B,B,B,PASS,
4TV1,4TV1_1,1,4TV1.A,A,A,PASS,
4TV1,4TV1_2,2,4TV1.B,B,B,PASS,
4UDA,4UDA_1,1,4UDA.A,A,A,PASS,
4UDB,4UDB_1,1,4UDB.A,A,A,PASS,
4UDC,4UDC_1,1,4UDC.A,A,A,PASS,
4UDD,4UDD_1,1,4UDD.A,A,A,PASS,
4WHF,4WHF_1,1,4WHF.B,B,A,PASS,
4WHF,4WHF_1,1,4WHF.A,A,B,PASS,
4WHG,4WHG_1,1,4WHG.B,B,A,PASS,
4WHG,4WHG_1,1,4WHG.A,A,B,PASS,
4WLB,4WLB_1,1,4WLB.B,B,B,PASS,
4WLB,4WLB_1,1,4WLB.A,A,A,PASS,
4WPF,4WPF_1,1,4WPF.C,C,D,PASS,
4WPF,4WPF_1,1,4WPF.A,A,A,PASS,
4WQP,4WQP_1,1,4WQP.B,B,B,PASS,
4WQP,4WQP_1,1,4WQP.A,A,A,PASS,
4WQP,4WQP_2,2,4WQP.C,C,P,PASS,
4WVD,4WVD_2,2,4WVD.D,D,B,PASS,
4WVD,4WVD_2,2,4WVD.B,B,A,PASS,
4X1F,4X1F_1,1,4X1F.A,A,A,PASS,
4X1G,4X1G_1,1,4X1G.A,A,A,PASS,
4XAJ,4XAJ_1,1,4XAJ.E,E,D,PASS,
4XAJ,4XAJ_1,1,4XAJ.D,D,B,PASS,
4XAJ,4XAJ_1,1,4XAJ.B,B,C,PASS,
4XAJ,4XAJ_1,1,4XAJ.A,A,A,PASS,
4XAO,4XAO_1,1,4XAO.A,A,A,PASS,
4XHD,4XHD_1,1,4XHD.A,A,A,PASS,
4XI3,4XI3_1,1,4XI3.D,D,D,PASS,
4XI3,4XI3_1,1,4XI3.C,C,C,PASS,
4XI3,4XI3_1,1,4XI3.B,B,B,PASS,
4XI3,4XI3_1,1,4XI3.A,A,A,PASS,
4XLD,4XLD_1,1,4XLD.A,A,A,PASS,
4XT9,4XT9_1,1,4XT9.A,A,A,PASS,
4XTA,4XTA_1,1,4XTA.B,B,B,PASS,
4XTA,4XTA_1,1,4XTA.A,A,A,PASS,
4XUH,4XUH_1,1,4XUH.B,B,B,PASS,
4XUH,4XUH_1,1,4XUH.A,A,A,PASS,
4XUM,4XUM_1,1,4XUM.B,B,B,PASS,
4XUM,4XUM_1,1,4XUM.A,A,A,PASS,
4Y29,4Y29_1,1,4Y29.A,A,A,PASS,
4YMQ,4YMQ_1,1,4YMQ.A,A,A,PASS,
4YPQ,4YPQ_1,1,4YPQ.A,A,A,PASS,
4YT1,4YT1_1,1,4YT1.B,B,B,PASS,
4YT1,4YT1_1,1,4YT1.A,A,A,PASS,
4ZI1,4ZI1_1,1,4ZI1.A,A,A,PASS,
4ZJR,4ZJR_1,1,4ZJR.D,D,D,PASS,
4ZJR,4ZJR_1,1,4ZJR.C,C,C,PASS,
4ZJR,4ZJR_1,1,4ZJR.B,B,B,PASS,
4ZJR,4ZJR_1,1,4ZJR.A,A,A,PASS,
4ZJW,4ZJW_1,1,4ZJW.B,B,B,PASS,
4ZJW,4ZJW_1,1,4ZJW.A,A,A,PASS,
4ZN7,4ZN7_1,1,4ZN7.B,B,B,PASS,
4ZN7,4ZN7_1,1,4ZN7.A,A,A,PASS,
4ZN9,4ZN9_1,1,4ZN9.B,B,B,PASS,
4ZN9,4ZN9_1,1,4ZN9.A,A,A,PASS,
4ZNH,4ZNH_1,1,4ZNH.B,B,B,PASS,
4ZNH,4ZNH_1,1,4ZNH.A,A,A,PASS,
4ZNS,4ZNS_1,1,4ZNS.B,B,B,PASS,
4ZNS,4ZNS_1,1,4ZNS.A,A,A,PASS,
4ZNT,4ZNT_1,1,4ZNT.B,B,B,PASS,
4ZNT,4ZNT_1,1,4ZNT.A,A,A,PASS,
4ZNU,4ZNU_1,1,4ZNU.C,C,B,PASS,
4ZNU,4ZNU_1,1,4ZNU.A,A,A,PASS,
4ZNV,4ZNV_1,1,4ZNV.B,B,B,PASS,
4ZNV,4ZNV_1,1,4ZNV.A,A,A,PASS,
4ZNW,4ZNW_1,1,4ZNW.B,B,B,PASS,
4ZNW,4ZNW_1,1,4ZNW.A,A,A,PASS,
4ZO1,4ZO1_1,1,4ZO1.A,A,X,PASS,
4ZO1,4ZO1_3,3,4ZO1.C,C,B,PASS,
4ZOM,4ZOM_1,1,4ZOM.D,D,D,PASS,
4ZOM,4ZOM_1,1,4ZOM.C,C,C,PASS,
4ZOM,4ZOM_1,1,4ZOM.B,B,B,PASS,
4ZOM,4ZOM_1,1,4ZOM.A,A,A,PASS,
4ZSH,4ZSH_1,1,4ZSH.A,A,A,PASS,
5A86,5A86_1,1,5A86.B,B,B,PASS,
5A86,5A86_1,1,5A86.A,A,A,PASS,
5AAU,5AAU_1,1,5AAU.B,B,B,PASS,
5AAU,5AAU_1,1,5AAU.A,A,A,PASS,
5AAV,5AAV_1,1,5AAV.A,A,A,PASS,
5AAV,5AAV_2,2,5AAV.B,B,B,PASS,
5ACC,5ACC_1,1,5ACC.A,A,A,PASS,
5AK2,5AK2_1,1,5AK2.B,B,B,PASS,
5AK2,5AK2_1,1,5AK2.A,A,A,PASS,
5APH,5APH_1,1,5APH.A,A,A,PASS,
5APJ,5APJ_1,1,5APJ.A,A,A,PASS,
5APK,5APK_1,1,5APK.B,B,B,PASS,
5APK,5APK_1,1,5APK.A,A,A,PASS,
5APK,5APK_2,2,5APK.C,C,D,PASS,
5AVI,5AVI_1,1,5AVI.C,C,C,PASS,
5AVI,5AVI_1,1,5AVI.A,A,A,PASS,
5AVL,5AVL_1,1,5AVL.A,A,A,PASS,
