polymer_entity_id,pdb_id,entity_id,mapped_database_name,mapped_uniprot_accession,alignment_regions_json,query_project_uniprot,is_project_receptor_accession,is_query_receptor_accession,duplicate_mapping_for_same_accession,aligned_region_count,reference_intervals_overlap,entity_intervals_overlap,computed_reference_sequence_coverage,computed_entity_sequence_coverage
6KB8_1,6KB8,1,UniProt,Q07869,"[{""entity_beg_seq_id"":5,""ref_beg_seq_id"":200,""length"":269,""entity_end_seq_id"":273,""ref_end_seq_id"":468}]",Q07869,True,True,False,1,False,False,0.574786,0.985348
6KB7_1,6KB7,1,UniProt,Q07869,"[{""entity_beg_seq_id"":5,""ref_beg_seq_id"":200,""length"":269,""entity_end_seq_id"":273,""ref_end_seq_id"":468}]",Q07869,True,True,False,1,False,False,0.574786,0.985348
6KB6_1,6KB6,1,UniProt,Q07869,"[{""entity_beg_seq_id"":5,""ref_beg_seq_id"":200,""length"":269,""entity_end_seq_id"":273,""ref_end_seq_id"":468}]",Q07869,True,True,False,1,False,False,0.574786,0.985348
6KB5_1,6KB5,1,UniProt,Q07869,"[{""entity_beg_seq_id"":5,""ref_beg_seq_id"":200,""length"":269,""entity_end_seq_id"":273,""ref_end_seq_id"":468}]",Q07869,True,True,False,1,False,False,0.574786,0.985348
6KB4_1,6KB4,1,UniProt,Q07869,"[{""entity_beg_seq_id"":5,""ref_beg_seq_id"":200,""length"":269,""entity_end_seq_id"":273,""ref_end_seq_id"":468}]",Q07869,True,True,False,1,False,False,0.574786,0.985348
6KB3_1,6KB3,1,UniProt,Q07869,"[{""entity_beg_seq_id"":5,""ref_beg_seq_id"":200,""length"":269,""entity_end_seq_id"":273,""ref_end_seq_id"":468}]",Q07869,True,True,False,1,False,False,0.574786,0.985348
6KB2_1,6KB2,1,UniProt,Q07869,"[{""entity_beg_seq_id"":5,""ref_beg_seq_id"":200,""length"":269,""entity_end_seq_id"":273,""ref_end_seq_id"":468}]",Q07869,True,True,False,1,False,False,0.574786,0.985348
6KB1_1,6KB1,1,UniProt,Q07869,"[{""entity_beg_seq_id"":5,""ref_beg_seq_id"":200,""length"":269,""entity_end_seq_id"":273,""ref_end_seq_id"":468}]",Q07869,True,True,False,1,False,False,0.574786,0.985348
6KB0_1,6KB0,1,UniProt,Q07869,"[{""entity_beg_seq_id"":5,""ref_beg_seq_id"":200,""length"":269,""entity_end_seq_id"":273,""ref_end_seq_id"":468}]",Q07869,True,True,False,1,False,False,0.574786,0.985348
6KAZ_1,6KAZ,1,UniProt,Q07869,"[{""entity_beg_seq_id"":5,""ref_beg_seq_id"":200,""length"":269,""entity_end_seq_id"":273,""ref_end_seq_id"":468}]",Q07869,True,True,False,1,False,False,0.574786,0.985348
6KAY_1,6KAY,1,UniProt,Q07869,"[{""entity_beg_seq_id"":5,""ref_beg_seq_id"":200,""length"":269,""entity_end_seq_id"":273,""ref_end_seq_id"":468}]",Q07869,True,True,False,1,False,False,0.574786,0.985348
6KAX_1,6KAX,1,UniProt,Q07869,"[{""entity_beg_seq_id"":5,""ref_beg_seq_id"":200,""length"":269,""entity_end_seq_id"":273,""ref_end_seq_id"":468}]",Q07869,True,True,False,1,False,False,0.574786,0.985348
6K9M_1,6K9M,1,UniProt,P55055,"[{""entity_beg_seq_id"":9,""ref_beg_seq_id"":214,""length"":247,""entity_end_seq_id"":255,""ref_end_seq_id"":460}]",P55055,True,True,False,1,False,False,0.536957,0.90146
6K9H_1,6K9H,1,UniProt,P55055,"[{""entity_beg_seq_id"":9,""ref_beg_seq_id"":214,""length"":247,""entity_end_seq_id"":255,""ref_end_seq_id"":460}]",P55055,True,True,False,1,False,False,0.536957,0.90146
6K9G_1,6K9G,1,UniProt,P55055,"[{""entity_beg_seq_id"":9,""ref_beg_seq_id"":214,""length"":247,""entity_end_seq_id"":255,""ref_end_seq_id"":460}]",P55055,True,True,False,1,False,False,0.536957,0.90146
6K3N_1,6K3N,1,UniProt,P62508,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":232,""length"":227,""entity_end_seq_id"":227,""ref_end_seq_id"":458}]",P62508,True,True,False,1,False,False,0.495633,1.0
6JQ7_1,6JQ7,1,UniProt,P37231,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":223,""length"":283,""entity_end_seq_id"":283,""ref_end_seq_id"":505}]",P37231,True,True,False,1,False,False,0.560396,1.0
6JNR_1,6JNR,1,UniProt,P19793,"[{""entity_beg_seq_id"":5,""ref_beg_seq_id"":224,""length"":239,""entity_end_seq_id"":243,""ref_end_seq_id"":462}]",P19793,True,True,False,1,False,False,0.517316,0.983539
6JNO_1,6JNO,1,UniProt,P19793,"[{""entity_beg_seq_id"":5,""ref_beg_seq_id"":224,""length"":239,""entity_end_seq_id"":243,""ref_end_seq_id"":462}]",P19793,True,True,False,1,False,False,0.517316,0.983539
6JIO_1,6JIO,1,UniProt,P55055,"[{""entity_beg_seq_id"":9,""ref_beg_seq_id"":214,""length"":247,""entity_end_seq_id"":255,""ref_end_seq_id"":460}]",P55055,True,True,False,1,False,False,0.536957,0.90146
6JF0_1,6JF0,1,UniProt,P37231,"[{""entity_beg_seq_id"":3,""ref_beg_seq_id"":232,""length"":274,""entity_end_seq_id"":276,""ref_end_seq_id"":505}]",P37231,True,True,False,1,False,False,0.542574,0.992754
6JEY_1,6JEY,1,UniProt,P37231,"[{""entity_beg_seq_id"":3,""ref_beg_seq_id"":232,""length"":274,""entity_end_seq_id"":276,""ref_end_seq_id"":505}]",P37231,True,True,False,1,False,False,0.542574,0.992754
6J3N_1,6J3N,1,UniProt,P51449,"[{""entity_beg_seq_id"":2,""ref_beg_seq_id"":265,""length"":245,""entity_end_seq_id"":246,""ref_end_seq_id"":509}]",P51449,True,True,False,1,False,False,0.472973,0.995935
6J1L_1,6J1L,1,UniProt,P51449,"[{""entity_beg_seq_id"":22,""ref_beg_seq_id"":262,""length"":246,""entity_end_seq_id"":267,""ref_end_seq_id"":507}]",P51449,True,True,False,1,False,False,0.474903,0.921348
6IZN_1,6IZN,1,UniProt,P37231,"[{""entity_beg_seq_id"":12,""ref_beg_seq_id"":234,""length"":272,""entity_end_seq_id"":283,""ref_end_seq_id"":505}]",P37231,True,True,False,1,False,False,0.538614,0.961131
6IZM_1,6IZM,1,UniProt,P37231,"[{""entity_beg_seq_id"":12,""ref_beg_seq_id"":234,""length"":272,""entity_end_seq_id"":283,""ref_end_seq_id"":505}]",P37231,True,True,False,1,False,False,0.538614,0.961131
6IVX_1,6IVX,1,UniProt,P51449,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":261,""length"":258,""entity_end_seq_id"":258,""ref_end_seq_id"":518}]",P51449,True,True,False,1,False,False,0.498069,1.0
6ITM_1,6ITM,1,UniProt,Q96RI1,"[{""entity_beg_seq_id"":11,""ref_beg_seq_id"":257,""length"":230,""entity_end_seq_id"":240,""ref_end_seq_id"":486}]",Q96RI1,True,True,False,1,False,False,0.473251,0.958333
6ILQ_1,6ILQ,1,UniProt,P37231,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":234,""length"":272,""entity_end_seq_id"":272,""ref_end_seq_id"":505}]",P37231,True,True,False,1,False,False,0.538614,1.0
6IJS_1,6IJS,1,UniProt,P37231,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":232,""length"":274,""entity_end_seq_id"":274,""ref_end_seq_id"":505}]",P37231,True,True,False,1,False,False,0.542574,1.0
6IJR_1,6IJR,1,UniProt,P37231,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":223,""length"":283,""entity_end_seq_id"":283,""ref_end_seq_id"":505}]",P37231,True,True,False,1,False,False,0.560396,1.0
6ICJ_1,6ICJ,1,UniProt,P37231,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":234,""length"":272,""entity_end_seq_id"":272,""ref_end_seq_id"":505}]",P37231,True,True,False,1,False,False,0.538614,1.0
6IAR_1,6IAR,1,UniProt,P03372,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":307,""length"":237,""entity_end_seq_id"":237,""ref_end_seq_id"":543}]",P03372,True,True,False,1,False,False,0.398319,1.0
6I67_1,6I67,1,UniProt,P62508,"[{""entity_beg_seq_id"":5,""ref_beg_seq_id"":222,""length"":237,""entity_end_seq_id"":241,""ref_end_seq_id"":458}]",P62508,True,True,False,1,False,False,0.517467,0.983402
6I66_1,6I66,1,UniProt,P62508,"[{""entity_beg_seq_id"":5,""ref_beg_seq_id"":222,""length"":237,""entity_end_seq_id"":241,""ref_end_seq_id"":458}]",P62508,True,True,False,1,False,False,0.517467,0.983402
6I65_1,6I65,1,UniProt,P62508,"[{""entity_beg_seq_id"":5,""ref_beg_seq_id"":222,""length"":237,""entity_end_seq_id"":241,""ref_end_seq_id"":458}]",P62508,True,True,False,1,False,False,0.517467,0.983402
6I64_1,6I64,1,UniProt,P62508,"[{""entity_beg_seq_id"":5,""ref_beg_seq_id"":222,""length"":237,""entity_end_seq_id"":241,""ref_end_seq_id"":458}]",P62508,True,True,False,1,False,False,0.517467,0.983402
6I63_1,6I63,1,UniProt,P62508,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":222,""length"":237,""entity_end_seq_id"":237,""ref_end_seq_id"":458}]",P62508,True,True,False,1,False,False,0.517467,1.0
6I61_1,6I61,1,UniProt,P62508,"[{""entity_beg_seq_id"":5,""ref_beg_seq_id"":222,""length"":237,""entity_end_seq_id"":241,""ref_end_seq_id"":458}]",P62508,True,True,False,1,False,False,0.517467,0.983402
6HTY_1,6HTY,1,UniProt,O75469,"[{""entity_beg_seq_id"":11,""ref_beg_seq_id"":129,""length"":306,""entity_end_seq_id"":316,""ref_end_seq_id"":434}]",O75469,True,True,False,1,False,False,0.705069,0.889535
6HTY_1,6HTY,1,UniProt,Q15788,"[{""entity_beg_seq_id"":322,""ref_beg_seq_id"":678,""length"":23,""entity_end_seq_id"":344,""ref_end_seq_id"":700}]",O75469,False,False,False,1,False,False,,0.06686
6HN6_1,6HN6,1,UniProt,P19793,"[{""entity_beg_seq_id"":21,""ref_beg_seq_id"":201,""length"":262,""entity_end_seq_id"":282,""ref_end_seq_id"":462}]",P19793,True,True,False,1,False,False,0.5671,0.929078
6HMU_2,6HMU,2,UniProt,P03372,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":588,""length"":8,""entity_end_seq_id"":8,""ref_end_seq_id"":595}]",P03372,True,True,False,1,False,False,0.013445,1.0
6HL1_1,6HL1,1,UniProt,Q96RI1,"[{""entity_beg_seq_id"":4,""ref_beg_seq_id"":258,""length"":229,""entity_end_seq_id"":232,""ref_end_seq_id"":486}]",Q96RI1,True,True,False,1,False,False,0.471193,0.987069
6HKB_2,6HKB,2,UniProt,P03372,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":588,""length"":8,""entity_end_seq_id"":8,""ref_end_seq_id"":595}]",P03372,True,True,False,1,False,False,0.013445,1.0
6HJ2_1,6HJ2,1,UniProt,O75469,"[{""entity_beg_seq_id"":12,""ref_beg_seq_id"":130,""length"":304,""entity_end_seq_id"":315,""ref_end_seq_id"":433}]",O75469,True,True,False,1,False,False,0.700461,0.965079
6HHP_2,6HHP,2,UniProt,P03372,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":588,""length"":8,""entity_end_seq_id"":8,""ref_end_seq_id"":595}]",P03372,True,True,False,1,False,False,0.013445,1.0
6GGG_1,6GGG,1,UniProt,P08235,"[{""entity_beg_seq_id"":23,""ref_beg_seq_id"":735,""length"":250,""entity_end_seq_id"":272,""ref_end_seq_id"":984}]",P08235,True,True,False,1,False,False,0.254065,0.819672
6GG8_1,6GG8,1,UniProt,P08235,"[{""entity_beg_seq_id"":23,""ref_beg_seq_id"":735,""length"":250,""entity_end_seq_id"":272,""ref_end_seq_id"":984}]",P08235,True,True,False,1,False,False,0.254065,0.819672
6GEV_1,6GEV,1,UniProt,P08235,"[{""entity_beg_seq_id"":23,""ref_beg_seq_id"":735,""length"":250,""entity_end_seq_id"":272,""ref_end_seq_id"":984}]",P08235,True,True,False,1,False,False,0.254065,0.819672
6G07_1,6G07,1,UniProt,P51449,"[{""entity_beg_seq_id"":2,""ref_beg_seq_id"":263,""length"":256,""entity_end_seq_id"":257,""ref_end_seq_id"":518}]",P51449,True,True,False,1,False,False,0.494208,0.996109
6G05_1,6G05,1,UniProt,P51449,"[{""entity_beg_seq_id"":2,""ref_beg_seq_id"":263,""length"":256,""entity_end_seq_id"":257,""ref_end_seq_id"":518}]",P51449,True,True,False,1,False,False,0.494208,0.996109
6FZY_1,6FZY,1,UniProt,P37231,"[{""entity_beg_seq_id"":5,""ref_beg_seq_id"":231,""length"":275,""entity_end_seq_id"":279,""ref_end_seq_id"":505}]",P37231,True,True,False,1,False,False,0.544554,0.985663
6FZU_1,6FZU,1,UniProt,P51449,"[{""entity_beg_seq_id"":2,""ref_beg_seq_id"":263,""length"":256,""entity_end_seq_id"":257,""ref_end_seq_id"":518}]",P51449,True,True,False,1,False,False,0.494208,0.996109
6FZP_1,6FZP,1,UniProt,P37231,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":231,""length"":275,""entity_end_seq_id"":275,""ref_end_seq_id"":505}]",P37231,True,True,False,1,False,False,0.544554,1.0
6FZJ_1,6FZJ,1,UniProt,P37231,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":231,""length"":275,""entity_end_seq_id"":275,""ref_end_seq_id"":505}]",P37231,True,True,False,1,False,False,0.544554,1.0
6FZG_1,6FZG,1,UniProt,P37231,"[{""entity_beg_seq_id"":2,""ref_beg_seq_id"":231,""length"":275,""entity_end_seq_id"":276,""ref_end_seq_id"":505}]",P37231,True,True,False,1,False,False,0.544554,0.996377
6FZF_1,6FZF,1,UniProt,P37231,"[{""entity_beg_seq_id"":5,""ref_beg_seq_id"":231,""length"":275,""entity_end_seq_id"":279,""ref_end_seq_id"":505}]",P37231,True,True,False,1,False,False,0.544554,0.985663
6FX0_1,6FX0,1,UniProt,P13631,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":1,""length"":454,""entity_end_seq_id"":454,""ref_end_seq_id"":454}]",P13631,True,True,False,1,False,False,1.0,1.0
6FGQ_1,6FGQ,1,UniProt,P51449,"[{""entity_beg_seq_id"":23,""ref_beg_seq_id"":265,""length"":243,""entity_end_seq_id"":265,""ref_end_seq_id"":507}]",P51449,True,True,False,1,False,False,0.469112,0.916981
6FBR_1,6FBR,1,UniProt,P19793,"[{""entity_beg_seq_id"":5,""ref_beg_seq_id"":130,""length"":83,""entity_end_seq_id"":87,""ref_end_seq_id"":212}]",P19793,True,True,False,1,False,False,0.179654,0.954023
6FBQ_1,6FBQ,1,UniProt,P19793,"[{""entity_beg_seq_id"":5,""ref_beg_seq_id"":130,""length"":83,""entity_end_seq_id"":87,""ref_end_seq_id"":212}]",P19793,True,True,False,1,False,False,0.179654,0.954023
6F2L_1,6F2L,1,UniProt,P37231,"[{""entity_beg_seq_id"":22,""ref_beg_seq_id"":223,""length"":283,""entity_end_seq_id"":304,""ref_end_seq_id"":505}]",P37231,True,True,False,1,False,False,0.560396,0.930921
6ESN_1,6ESN,1,UniProt,P51449,"[{""entity_beg_seq_id"":23,""ref_beg_seq_id"":265,""length"":243,""entity_end_seq_id"":265,""ref_end_seq_id"":507}]",P51449,True,True,False,1,False,False,0.469112,0.910112
6ENQ_1,6ENQ,1,UniProt,P37231,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":224,""length"":282,""entity_end_seq_id"":282,""ref_end_seq_id"":505}]",P37231,True,True,False,1,False,False,0.558416,1.0
6EL9_1,6EL9,1,UniProt,P04150,"[{""entity_beg_seq_id"":3,""ref_beg_seq_id"":500,""length"":278,""entity_end_seq_id"":280,""ref_end_seq_id"":777}]",P04150,True,True,False,1,False,False,0.357786,0.992857
6EL7_1,6EL7,1,UniProt,P04150,"[{""entity_beg_seq_id"":3,""ref_beg_seq_id"":500,""length"":278,""entity_end_seq_id"":280,""ref_end_seq_id"":777}]",P04150,True,True,False,1,False,False,0.357786,0.992857
6EL6_1,6EL6,1,UniProt,P04150,"[{""entity_beg_seq_id"":3,""ref_beg_seq_id"":500,""length"":278,""entity_end_seq_id"":280,""ref_end_seq_id"":777}]",P04150,True,True,False,1,False,False,0.357786,0.992857
6E5A_1,6E5A,1,UniProt,P37231,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":233,""length"":273,""entity_end_seq_id"":273,""ref_end_seq_id"":505}]",P37231,True,True,False,1,False,False,0.540594,1.0
6E3G_1,6E3G,1,UniProt,P51449,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":263,""length"":245,""entity_end_seq_id"":245,""ref_end_seq_id"":507}]",P51449,True,True,False,1,False,False,0.472973,1.0
6E3E_1,6E3E,1,UniProt,P51449,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":265,""length"":217,""entity_end_seq_id"":217,""ref_end_seq_id"":481}]",P51449,True,True,False,1,False,False,0.418919,1.0
6DXK_1,6DXK,1,UniProt,P04150,"[{""entity_beg_seq_id"":3,""ref_beg_seq_id"":522,""length"":256,""entity_end_seq_id"":258,""ref_end_seq_id"":777}]",P04150,True,True,False,1,False,False,0.329472,0.992248
6DUP_1,6DUP,1,UniProt,O75469,"[{""entity_beg_seq_id"":12,""ref_beg_seq_id"":130,""length"":297,""entity_end_seq_id"":308,""ref_end_seq_id"":426}]",O75469,True,True,False,1,False,False,0.684332,0.863372
6DHA_1,6DHA,1,UniProt,P37231,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":235,""length"":271,""entity_end_seq_id"":271,""ref_end_seq_id"":505}]",P37231,True,True,False,1,False,False,0.536634,1.0
6DH9_1,6DH9,1,UniProt,P37231,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":235,""length"":271,""entity_end_seq_id"":271,""ref_end_seq_id"":505}]",P37231,True,True,False,1,False,False,0.536634,1.0
6DGR_1,6DGR,1,UniProt,P37231,"[{""entity_beg_seq_id"":23,""ref_beg_seq_id"":231,""length"":275,""entity_end_seq_id"":297,""ref_end_seq_id"":505}]",P37231,True,True,False,1,False,False,0.544554,0.925926
6DGQ_1,6DGQ,1,UniProt,P37231,"[{""entity_beg_seq_id"":2,""ref_beg_seq_id"":231,""length"":275,""entity_end_seq_id"":276,""ref_end_seq_id"":505}]",P37231,True,True,False,1,False,False,0.544554,0.996377
6DGP_1,6DGP,1,UniProt,P37231,"[{""entity_beg_seq_id"":23,""ref_beg_seq_id"":231,""length"":275,""entity_end_seq_id"":297,""ref_end_seq_id"":505}]",P37231,True,True,False,1,False,False,0.544554,0.925926
6DGO_1,6DGO,1,UniProt,P37231,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":231,""length"":275,""entity_end_seq_id"":275,""ref_end_seq_id"":505}]",P37231,True,True,False,1,False,False,0.544554,1.0
6DGL_1,6DGL,1,UniProt,P37231,"[{""entity_beg_seq_id"":2,""ref_beg_seq_id"":231,""length"":275,""entity_end_seq_id"":276,""ref_end_seq_id"":505}]",P37231,True,True,False,1,False,False,0.544554,0.996377
6DFN_1,6DFN,1,UniProt,P03372,"[{""entity_beg_seq_id"":25,""ref_beg_seq_id"":298,""length"":256,""entity_end_seq_id"":280,""ref_end_seq_id"":553}]",P03372,True,True,False,1,False,False,0.430252,0.914286
6DF6_1,6DF6,1,UniProt,P03372,"[{""entity_beg_seq_id"":25,""ref_beg_seq_id"":298,""length"":256,""entity_end_seq_id"":280,""ref_end_seq_id"":553}]",P03372,True,True,False,1,False,False,0.430252,0.914286
6DDA_2,6DDA,2,UniProt,P43354,"[{""entity_beg_seq_id"":2,""ref_beg_seq_id"":328,""length"":271,""entity_end_seq_id"":272,""ref_end_seq_id"":598}]",P43354,True,True,False,1,False,False,0.453177,0.996324
6DDA_1,6DDA,1,UniProt,P43354,"[{""entity_beg_seq_id"":2,""ref_beg_seq_id"":328,""length"":271,""entity_end_seq_id"":272,""ref_end_seq_id"":598}]",P43354,True,True,False,1,False,False,0.453177,0.996324
6DCU_1,6DCU,1,UniProt,P37231,"[{""entity_beg_seq_id"":23,""ref_beg_seq_id"":231,""length"":275,""entity_end_seq_id"":297,""ref_end_seq_id"":505}]",P37231,True,True,False,1,False,False,0.544554,0.913621
6DBH_1,6DBH,1,UniProt,P37231,"[{""entity_beg_seq_id"":23,""ref_beg_seq_id"":231,""length"":275,""entity_end_seq_id"":297,""ref_end_seq_id"":505}]",P37231,True,True,False,1,False,False,0.544554,0.925926
6D94_1,6D94,1,UniProt,P37231,"[{""entity_beg_seq_id"":23,""ref_beg_seq_id"":231,""length"":275,""entity_end_seq_id"":297,""ref_end_seq_id"":505}]",P37231,True,True,False,1,False,False,0.544554,0.925926
6D8X_1,6D8X,1,UniProt,P37231,"[{""entity_beg_seq_id"":23,""ref_beg_seq_id"":231,""length"":275,""entity_end_seq_id"":297,""ref_end_seq_id"":505}]",P37231,True,True,False,1,False,False,0.544554,0.925926
6D3E_1,6D3E,1,UniProt,P37231,"[{""entity_beg_seq_id"":11,""ref_beg_seq_id"":235,""length"":270,""entity_end_seq_id"":280,""ref_end_seq_id"":504}]",P37231,True,True,False,1,False,False,0.534653,0.964286
6D0F_1,6D0F,1,UniProt,P03372,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":305,""length"":250,""entity_end_seq_id"":250,""ref_end_seq_id"":554}]",P03372,True,True,False,1,False,False,0.420168,1.0
6CZN_1,6CZN,1,UniProt,P03372,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":298,""length"":257,""entity_end_seq_id"":257,""ref_end_seq_id"":554}]",P03372,True,True,False,1,False,False,0.431933,1.0
6CVH_1,6CVH,1,UniProt,P51449,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":265,""length"":225,""entity_end_seq_id"":225,""ref_end_seq_id"":489}]",P51449,True,True,False,1,False,False,0.434363,0.991189
6CN6_1,6CN6,1,UniProt,P51449,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":259,""length"":259,""entity_end_seq_id"":259,""ref_end_seq_id"":517}]",P51449,True,True,False,1,False,False,0.5,1.0
6CN5_1,6CN5,1,UniProt,P51449,"[{""entity_beg_seq_id"":3,""ref_beg_seq_id"":259,""length"":260,""entity_end_seq_id"":262,""ref_end_seq_id"":518}]",P51449,True,True,False,1,False,False,0.501931,0.992366
6CHZ_1,6CHZ,1,UniProt,P03372,"[{""entity_beg_seq_id"":16,""ref_beg_seq_id"":307,""length"":248,""entity_end_seq_id"":263,""ref_end_seq_id"":554}]",P03372,True,True,False,1,False,False,0.416807,0.942966
6CHW_1,6CHW,1,UniProt,P03372,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":306,""length"":246,""entity_end_seq_id"":246,""ref_end_seq_id"":551}]",P03372,True,True,False,1,False,False,0.413445,1.0
6CHT_1,6CHT,1,UniProt,P41235,"[{""entity_beg_seq_id"":2,""ref_beg_seq_id"":148,""length"":244,""entity_end_seq_id"":245,""ref_end_seq_id"":391}]",P41235,True,True,False,1,False,False,0.514768,0.995918
6CFN_1,6CFN,1,UniProt,P04150,"[{""entity_beg_seq_id"":2,""ref_beg_seq_id"":418,""length"":89,""entity_end_seq_id"":90,""ref_end_seq_id"":506}]",P04150,True,True,False,1,False,False,0.114543,0.988889
6CBZ_2,6CBZ,2,UniProt,P03372,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":305,""length"":250,""entity_end_seq_id"":250,""ref_end_seq_id"":554}]",P03372,True,True,False,1,False,False,0.420168,1.0
6CBZ_1,6CBZ,1,UniProt,P03372,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":305,""length"":250,""entity_end_seq_id"":250,""ref_end_seq_id"":554}]",P03372,True,True,False,1,False,False,0.420168,1.0
6C5T_1,6C5T,1,UniProt,P37231,"[{""entity_beg_seq_id"":6,""ref_beg_seq_id"":235,""length"":271,""entity_end_seq_id"":276,""ref_end_seq_id"":505}]",P37231,True,True,False,1,False,False,0.536634,0.981884
6C5Q_1,6C5Q,1,UniProt,P37231,"[{""entity_beg_seq_id"":11,""ref_beg_seq_id"":235,""length"":271,""entity_end_seq_id"":281,""ref_end_seq_id"":505}]",P37231,True,True,False,1,False,False,0.536634,0.964413
6C42_1,6C42,1,UniProt,P03372,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":306,""length"":249,""entity_end_seq_id"":249,""ref_end_seq_id"":554}]",P03372,True,True,False,1,False,False,0.418487,1.0
6C1I_1,6C1I,1,UniProt,P37231,"[{""entity_beg_seq_id"":2,""ref_beg_seq_id"":231,""length"":274,""entity_end_seq_id"":275,""ref_end_seq_id"":504}]",P37231,True,True,False,1,False,False,0.542574,0.996364
6BR3_1,6BR3,1,UniProt,P51449,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":265,""length"":216,""entity_end_seq_id"":216,""ref_end_seq_id"":480}]",P51449,True,True,False,1,False,False,0.416988,1.0
6BR2_1,6BR2,1,UniProt,P51449,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":265,""length"":215,""entity_end_seq_id"":215,""ref_end_seq_id"":479}]",P51449,True,True,False,1,False,False,0.415058,1.0
6BQU_1,6BQU,1,UniProt,P04150,"[{""entity_beg_seq_id"":3,""ref_beg_seq_id"":421,""length"":70,""entity_end_seq_id"":72,""ref_end_seq_id"":490}]",P04150,True,True,False,1,False,False,0.09009,0.972222
6BNS_1,6BNS,1,UniProt,O75469,"[{""entity_beg_seq_id"":8,""ref_beg_seq_id"":130,""length"":305,""entity_end_seq_id"":312,""ref_end_seq_id"":434}]",O75469,True,True,False,1,False,False,0.702765,0.868946
6BNS_1,6BNS,1,UniProt,Q15788,"[{""entity_beg_seq_id"":319,""ref_beg_seq_id"":678,""length"":33,""entity_end_seq_id"":351,""ref_end_seq_id"":710}]",O75469,False,False,False,1,False,False,,0.094017
6BN6_1,6BN6,1,UniProt,P51449,"[{""entity_beg_seq_id"":22,""ref_beg_seq_id"":265,""length"":244,""entity_end_seq_id"":265,""ref_end_seq_id"":508}]",P51449,True,True,False,1,False,False,0.471042,0.920755
6B33_1,6B33,1,UniProt,P51449,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":265,""length"":218,""entity_end_seq_id"":218,""ref_end_seq_id"":482}]",P51449,True,True,False,1,False,False,0.420849,1.0
6B31_1,6B31,1,UniProt,P51449,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":265,""length"":228,""entity_end_seq_id"":228,""ref_end_seq_id"":492}]",P51449,True,True,False,1,False,False,0.440154,1.0
6B30_1,6B30,1,UniProt,P51449,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":265,""length"":215,""entity_end_seq_id"":215,""ref_end_seq_id"":479}]",P51449,True,True,False,1,False,False,0.415058,1.0
6B0F_1,6B0F,1,UniProt,P03372,"[{""entity_beg_seq_id"":2,""ref_beg_seq_id"":301,""length"":253,""entity_end_seq_id"":254,""ref_end_seq_id"":553}]",P03372,True,True,False,1,False,False,0.42521,0.996063
6AVI_1,6AVI,1,UniProt,P37231,"[{""entity_beg_seq_id"":2,""ref_beg_seq_id"":231,""length"":275,""entity_end_seq_id"":276,""ref_end_seq_id"":505}]",P37231,True,True,False,1,False,False,0.544554,0.996377
6AUG_1,6AUG,1,UniProt,P37231,"[{""entity_beg_seq_id"":2,""ref_beg_seq_id"":231,""length"":275,""entity_end_seq_id"":276,""ref_end_seq_id"":505}]",P37231,True,True,False,1,False,False,0.544554,0.996377
6AN1_1,6AN1,1,UniProt,P37231,"[{""entity_beg_seq_id"":5,""ref_beg_seq_id"":224,""length"":282,""entity_end_seq_id"":286,""ref_end_seq_id"":505}]",P37231,True,True,False,1,False,False,0.558416,0.986014
