pdb_id,polymer_entity_id,entity_id,instance_id,label_asym_id,auth_asym_id,instance_metadata_status,instance_metadata_notes,uniprot_id,experimental_methods,resolution_combined_min,resolution_combined_max,r_free_min,r_free_max,lbd_start,lbd_end,mapped_lbd_residues,lbd_mapping_coverage,lbd_mapping_category,taxonomy_audit_status,multi_uniprot_entity,nr_code,common_name,group
5DX3,5DX3_2,2,5DX3.B,B,B,PASS,,P03372,"[""X-RAY DIFFRACTION""]",2.0903,2.0903,0.2571,0.2571,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
5DXB,5DXB_1,1,5DXB.A,A,A,PASS,,P03372,"[""X-RAY DIFFRACTION""]",2.08,2.08,0.21,0.21,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
5DXB,5DXB_2,2,5DXB.B,B,B,PASS,,P03372,"[""X-RAY DIFFRACTION""]",2.08,2.08,0.21,0.21,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
5DXE,5DXE_1,1,5DXE.B,B,B,PASS,,P03372,"[""X-RAY DIFFRACTION""]",1.5,1.5,0.201,0.201,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
5DXE,5DXE_1,1,5DXE.A,A,A,PASS,,P03372,"[""X-RAY DIFFRACTION""]",1.5,1.5,0.201,0.201,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
5DXG,5DXG_1,1,5DXG.B,B,B,PASS,,P03372,"[""X-RAY DIFFRACTION""]",1.86,1.86,0.2,0.2,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
5DXG,5DXG_1,1,5DXG.A,A,A,PASS,,P03372,"[""X-RAY DIFFRACTION""]",1.86,1.86,0.2,0.2,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
5DXK,5DXK_1,1,5DXK.B,B,B,PASS,,P03372,"[""X-RAY DIFFRACTION""]",2.226,2.226,0.2264,0.2264,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
5DXK,5DXK_1,1,5DXK.A,A,A,PASS,,P03372,"[""X-RAY DIFFRACTION""]",2.226,2.226,0.2264,0.2264,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
5DXM,5DXM_1,1,5DXM.B,B,B,PASS,,P03372,"[""X-RAY DIFFRACTION""]",2.37,2.37,0.2321,0.2321,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
5DXM,5DXM_1,1,5DXM.A,A,A,PASS,,P03372,"[""X-RAY DIFFRACTION""]",2.37,2.37,0.2321,0.2321,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
5DXP,5DXP_1,1,5DXP.B,B,B,PASS,,P03372,"[""X-RAY DIFFRACTION""]",2.201,2.201,0.2352,0.2352,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
5DXP,5DXP_1,1,5DXP.A,A,A,PASS,,P03372,"[""X-RAY DIFFRACTION""]",2.201,2.201,0.2352,0.2352,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
5DXQ,5DXQ_1,1,5DXQ.B,B,B,PASS,,P03372,"[""X-RAY DIFFRACTION""]",2.4,2.4,0.2393,0.2393,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
5DXQ,5DXQ_1,1,5DXQ.A,A,A,PASS,,P03372,"[""X-RAY DIFFRACTION""]",2.4,2.4,0.2393,0.2393,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
5DXR,5DXR_1,1,5DXR.B,B,B,PASS,,P03372,"[""X-RAY DIFFRACTION""]",2.28,2.28,0.2355,0.2355,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
5DXR,5DXR_1,1,5DXR.A,A,A,PASS,,P03372,"[""X-RAY DIFFRACTION""]",2.28,2.28,0.2355,0.2355,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
5DY8,5DY8_1,1,5DY8.B,B,B,PASS,,P03372,"[""X-RAY DIFFRACTION""]",2.031,2.031,0.2432,0.2432,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
5DY8,5DY8_1,1,5DY8.A,A,A,PASS,,P03372,"[""X-RAY DIFFRACTION""]",2.031,2.031,0.2432,0.2432,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
5DYB,5DYB_1,1,5DYB.B,B,B,PASS,,P03372,"[""X-RAY DIFFRACTION""]",2.27,2.27,0.2384,0.2384,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
5DYB,5DYB_1,1,5DYB.A,A,A,PASS,,P03372,"[""X-RAY DIFFRACTION""]",2.27,2.27,0.2384,0.2384,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
5DYD,5DYD_1,1,5DYD.B,B,B,PASS,,P03372,"[""X-RAY DIFFRACTION""]",2.485,2.485,0.2556,0.2556,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
5DYD,5DYD_1,1,5DYD.A,A,A,PASS,,P03372,"[""X-RAY DIFFRACTION""]",2.485,2.485,0.2556,0.2556,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
5DZ0,5DZ0_1,1,5DZ0.B,B,B,PASS,,P03372,"[""X-RAY DIFFRACTION""]",2.24,2.24,0.2322,0.2322,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
5DZ0,5DZ0_1,1,5DZ0.A,A,A,PASS,,P03372,"[""X-RAY DIFFRACTION""]",2.24,2.24,0.2322,0.2322,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
5DZ1,5DZ1_1,1,5DZ1.B,B,B,PASS,,P03372,"[""X-RAY DIFFRACTION""]",2.2,2.2,0.239,0.239,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
5DZ1,5DZ1_1,1,5DZ1.A,A,A,PASS,,P03372,"[""X-RAY DIFFRACTION""]",2.2,2.2,0.239,0.239,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
5DZ3,5DZ3_1,1,5DZ3.B,B,B,PASS,,P03372,"[""X-RAY DIFFRACTION""]",2.15,2.15,0.234,0.234,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
5DZ3,5DZ3_1,1,5DZ3.A,A,A,PASS,,P03372,"[""X-RAY DIFFRACTION""]",2.15,2.15,0.234,0.234,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
5DZH,5DZH_1,1,5DZH.B,B,B,PASS,,P03372,"[""X-RAY DIFFRACTION""]",2.11,2.11,0.2204,0.2204,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
5DZH,5DZH_1,1,5DZH.A,A,A,PASS,,P03372,"[""X-RAY DIFFRACTION""]",2.11,2.11,0.2204,0.2204,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
5DZI,5DZI_1,1,5DZI.B,B,B,PASS,,P03372,"[""X-RAY DIFFRACTION""]",1.9,1.9,0.2138,0.2138,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
5DZI,5DZI_1,1,5DZI.A,A,A,PASS,,P03372,"[""X-RAY DIFFRACTION""]",1.9,1.9,0.2138,0.2138,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
5E0W,5E0W_1,1,5E0W.B,B,B,PASS,,P03372,"[""X-RAY DIFFRACTION""]",2.0,2.0,0.2255,0.2255,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
5E0W,5E0W_1,1,5E0W.A,A,A,PASS,,P03372,"[""X-RAY DIFFRACTION""]",2.0,2.0,0.2255,0.2255,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
5E0X,5E0X_1,1,5E0X.B,B,B,PASS,,P03372,"[""X-RAY DIFFRACTION""]",2.014,2.014,0.237,0.237,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
5E0X,5E0X_1,1,5E0X.A,A,A,PASS,,P03372,"[""X-RAY DIFFRACTION""]",2.014,2.014,0.237,0.237,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
5E14,5E14_1,1,5E14.B,B,B,PASS,,P03372,"[""X-RAY DIFFRACTION""]",2.22,2.22,0.255,0.255,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
5E14,5E14_1,1,5E14.A,A,A,PASS,,P03372,"[""X-RAY DIFFRACTION""]",2.22,2.22,0.255,0.255,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
5E15,5E15_1,1,5E15.B,B,B,PASS,,P03372,"[""X-RAY DIFFRACTION""]",2.1,2.1,0.241,0.241,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
5E15,5E15_1,1,5E15.A,A,A,PASS,,P03372,"[""X-RAY DIFFRACTION""]",2.1,2.1,0.241,0.241,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
5E19,5E19_1,1,5E19.B,B,B,PASS,,P03372,"[""X-RAY DIFFRACTION""]",2.24,2.24,0.2329,0.2329,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
5E19,5E19_1,1,5E19.A,A,A,PASS,,P03372,"[""X-RAY DIFFRACTION""]",2.24,2.24,0.2329,0.2329,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
5E1C,5E1C_1,1,5E1C.B,B,B,PASS,,P03372,"[""X-RAY DIFFRACTION""]",1.98,1.98,0.2145,0.2145,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
5E1C,5E1C_1,1,5E1C.A,A,A,PASS,,P03372,"[""X-RAY DIFFRACTION""]",1.98,1.98,0.2145,0.2145,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
5E69,5E69_1,1,5E69.D,D,B,PASS,,P04150,"[""X-RAY DIFFRACTION""]",1.85,1.85,0.2418,0.2418,524,758,0,0.0,NO_LBD_OVERLAP,,False,NR3C1,GR,Steroid hormone receptors
5E69,5E69_1,1,5E69.A,A,A,PASS,,P04150,"[""X-RAY DIFFRACTION""]",1.85,1.85,0.2418,0.2418,524,758,0,0.0,NO_LBD_OVERLAP,,False,NR3C1,GR,Steroid hormone receptors
5E6A,5E6A_1,1,5E6A.D,D,B,PASS,,P04150,"[""X-RAY DIFFRACTION""]",2.197,2.197,0.2658,0.2658,524,758,0,0.0,NO_LBD_OVERLAP,,False,NR3C1,GR,Steroid hormone receptors
5E6A,5E6A_1,1,5E6A.A,A,A,PASS,,P04150,"[""X-RAY DIFFRACTION""]",2.197,2.197,0.2658,0.2658,524,758,0,0.0,NO_LBD_OVERLAP,,False,NR3C1,GR,Steroid hormone receptors
5E6B,5E6B_1,1,5E6B.D,D,B,PASS,,P04150,"[""X-RAY DIFFRACTION""]",2.25,2.25,0.2274,0.2274,524,758,0,0.0,NO_LBD_OVERLAP,,False,NR3C1,GR,Steroid hormone receptors
5E6B,5E6B_1,1,5E6B.A,A,A,PASS,,P04150,"[""X-RAY DIFFRACTION""]",2.25,2.25,0.2274,0.2274,524,758,0,0.0,NO_LBD_OVERLAP,,False,NR3C1,GR,Steroid hormone receptors
5E6C,5E6C_1,1,5E6C.B,B,B,PASS,,P04150,"[""X-RAY DIFFRACTION""]",2.2,2.2,0.2706,0.2706,524,758,0,0.0,NO_LBD_OVERLAP,,False,NR3C1,GR,Steroid hormone receptors
5E6C,5E6C_1,1,5E6C.A,A,A,PASS,,P04150,"[""X-RAY DIFFRACTION""]",2.2,2.2,0.2706,0.2706,524,758,0,0.0,NO_LBD_OVERLAP,,False,NR3C1,GR,Steroid hormone receptors
5E6D,5E6D_3,3,5E6D.D,D,B,PASS,,P04150,"[""X-RAY DIFFRACTION""]",2.4,2.4,0.2835,0.2835,524,758,0,0.0,NO_LBD_OVERLAP,,False,NR3C1,GR,Steroid hormone receptors
5E6D,5E6D_3,3,5E6D.C,C,A,PASS,,P04150,"[""X-RAY DIFFRACTION""]",2.4,2.4,0.2835,0.2835,524,758,0,0.0,NO_LBD_OVERLAP,,False,NR3C1,GR,Steroid hormone receptors
5EC9,5EC9_1,1,5EC9.A,A,A,PASS,,P19793,"[""X-RAY DIFFRACTION""]",2.3,2.3,0.2142,0.2142,227,458,210,0.905172,SUBSTANTIAL_LBD,,False,NR2B1,RXRα,Nutritional sensors
5EGV,5EGV_1,1,5EGV.B,B,B,PASS,,P03372,"[""X-RAY DIFFRACTION""]",2.863,2.863,0.2764,0.2764,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
5EGV,5EGV_1,1,5EGV.A,A,A,PASS,,P03372,"[""X-RAY DIFFRACTION""]",2.863,2.863,0.2764,0.2764,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
5EHJ,5EHJ_1,1,5EHJ.B,B,B,PASS,,P03372,"[""X-RAY DIFFRACTION""]",2.5,2.5,0.2543,0.2543,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
5EHJ,5EHJ_1,1,5EHJ.A,A,A,PASS,,P03372,"[""X-RAY DIFFRACTION""]",2.5,2.5,0.2543,0.2543,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
5EI1,5EI1_1,1,5EI1.B,B,B,PASS,,P03372,"[""X-RAY DIFFRACTION""]",2.4,2.4,0.2278,0.2278,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
5EI1,5EI1_1,1,5EI1.A,A,A,PASS,,P03372,"[""X-RAY DIFFRACTION""]",2.4,2.4,0.2278,0.2278,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
5EIT,5EIT_1,1,5EIT.B,B,B,PASS,,P03372,"[""X-RAY DIFFRACTION""]",2.68,2.68,0.2385,0.2385,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
5EIT,5EIT_1,1,5EIT.A,A,A,PASS,,P03372,"[""X-RAY DIFFRACTION""]",2.68,2.68,0.2385,0.2385,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
5EJV,5EJV_1,1,5EJV.C,C,B,PASS,,P51449,"[""X-RAY DIFFRACTION""]",2.58,2.58,0.2308,0.2308,269,508,240,1.0,NEAR_COMPLETE_LBD,,False,NR1F3,RORγ,Nutritional sensors
5EJV,5EJV_1,1,5EJV.A,A,A,PASS,,P51449,"[""X-RAY DIFFRACTION""]",2.58,2.58,0.2308,0.2308,269,508,240,1.0,NEAR_COMPLETE_LBD,,False,NR1F3,RORγ,Nutritional sensors
5EMC,5EMC_2,2,5EMC.C,C,B,PASS,,P04150,"[""X-RAY DIFFRACTION""]",2.3,2.3,0.2609,0.2609,524,758,0,0.0,NO_LBD_OVERLAP,,False,NR3C1,GR,Steroid hormone receptors
5EMC,5EMC_2,2,5EMC.B,B,A,PASS,,P04150,"[""X-RAY DIFFRACTION""]",2.3,2.3,0.2609,0.2609,524,758,0,0.0,NO_LBD_OVERLAP,,False,NR3C1,GR,Steroid hormone receptors
5EMP,5EMP_1,1,5EMP.B,B,B,PASS,,P04150,"[""X-RAY DIFFRACTION""]",2.3,2.3,0.238,0.238,524,758,0,0.0,NO_LBD_OVERLAP,,False,NR3C1,GR,Steroid hormone receptors
5EMP,5EMP_1,1,5EMP.A,A,A,PASS,,P04150,"[""X-RAY DIFFRACTION""]",2.3,2.3,0.238,0.238,524,758,0,0.0,NO_LBD_OVERLAP,,False,NR3C1,GR,Steroid hormone receptors
5EMQ,5EMQ_3,3,5EMQ.D,D,B,PASS,,P04150,"[""X-RAY DIFFRACTION""]",2.3,2.3,0.2243,0.2243,524,758,0,0.0,NO_LBD_OVERLAP,,False,NR3C1,GR,Steroid hormone receptors
5EMQ,5EMQ_3,3,5EMQ.C,C,A,PASS,,P04150,"[""X-RAY DIFFRACTION""]",2.3,2.3,0.2243,0.2243,524,758,0,0.0,NO_LBD_OVERLAP,,False,NR3C1,GR,Steroid hormone receptors
5ETH,5ETH_1,1,5ETH.B,B,B,PASS,,P51449,"[""X-RAY DIFFRACTION""]",2.803,2.803,0.2842,0.2842,269,508,219,0.9125,SUBSTANTIAL_LBD,,False,NR1F3,RORγ,Nutritional sensors
5ETH,5ETH_1,1,5ETH.A,A,A,PASS,,P51449,"[""X-RAY DIFFRACTION""]",2.803,2.803,0.2842,0.2842,269,508,219,0.9125,SUBSTANTIAL_LBD,,False,NR1F3,RORγ,Nutritional sensors
5F9B,5F9B_1,1,5F9B.B,B,B,PASS,,P37231,"[""X-RAY DIFFRACTION""]",2.25,2.25,0.2805,0.2805,238,503,266,1.0,NEAR_COMPLETE_LBD,,False,NR1C3,PPARγ,Nutritional sensors
5F9B,5F9B_1,1,5F9B.A,A,A,PASS,,P37231,"[""X-RAY DIFFRACTION""]",2.25,2.25,0.2805,0.2805,238,503,266,1.0,NEAR_COMPLETE_LBD,,False,NR1C3,PPARγ,Nutritional sensors
5FQP,5FQP_1,1,5FQP.A,A,A,PASS,,P03372,"[""X-RAY DIFFRACTION""]",1.88,1.88,0.23084,0.23084,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
5FQR,5FQR_1,1,5FQR.A,A,A,PASS,,P03372,"[""X-RAY DIFFRACTION""]",1.88,1.88,0.23686,0.23686,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
5FQS,5FQS_1,1,5FQS.A,A,A,PASS,,P03372,"[""X-RAY DIFFRACTION""]",1.94,1.94,0.22317,0.22317,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
5FQT,5FQT_1,1,5FQT.A,A,A,PASS,,P03372,"[""X-RAY DIFFRACTION""]",1.99,1.99,0.23219,0.23219,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
5FQV,5FQV_1,1,5FQV.A,A,A,PASS,,P03372,"[""X-RAY DIFFRACTION""]",1.74,1.74,0.2336,0.2336,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
5G3J,5G3J_1,1,5G3J.A,A,A,PASS,,P04150,"[""X-RAY DIFFRACTION""]",2.4,2.4,0.235,0.235,524,758,235,1.0,NEAR_COMPLETE_LBD,,False,NR3C1,GR,Steroid hormone receptors
5G42,5G42_1,1,5G42.A,A,A,PASS,,P51449,"[""X-RAY DIFFRACTION""]",1.72,1.72,0.2124,0.2124,269,508,239,0.995833,NEAR_COMPLETE_LBD,,False,NR1F3,RORγ,Nutritional sensors
5G43,5G43_1,1,5G43.A,A,A,PASS,,P51449,"[""X-RAY DIFFRACTION""]",2.58,2.58,0.2642,0.2642,269,508,239,0.995833,NEAR_COMPLETE_LBD,,False,NR1F3,RORγ,Nutritional sensors
5G44,5G44_1,1,5G44.A,A,A,PASS,,P51449,"[""X-RAY DIFFRACTION""]",1.84,1.84,0.2293,0.2293,269,508,239,0.995833,NEAR_COMPLETE_LBD,,False,NR1F3,RORγ,Nutritional sensors
5G45,5G45_1,1,5G45.A,A,A,PASS,,P51449,"[""X-RAY DIFFRACTION""]",2.07,2.07,0.2555,0.2555,269,508,239,0.995833,NEAR_COMPLETE_LBD,,False,NR1F3,RORγ,Nutritional sensors
5G46,5G46_1,1,5G46.A,A,A,PASS,,P51449,"[""X-RAY DIFFRACTION""]",1.76,1.76,0.2169,0.2169,269,508,239,0.995833,NEAR_COMPLETE_LBD,,False,NR1F3,RORγ,Nutritional sensors
5G5W,5G5W_1,1,5G5W.A,A,A,PASS,,P04150,"[""X-RAY DIFFRACTION""]",2.2,2.2,0.21,0.21,524,758,235,1.0,NEAR_COMPLETE_LBD,,False,NR3C1,GR,Steroid hormone receptors
5GS4,5GS4_1,1,5GS4.A,A,A,PASS,,P03372,"[""X-RAY DIFFRACTION""]",2.4,2.4,0.2815,0.2815,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
5GT4,5GT4_1,1,5GT4.A,A,A,PASS,,P11473,"[""X-RAY DIFFRACTION""]",1.83,1.83,0.2171,0.2171,127,423,246,0.828283,SUBSTANTIAL_LBD,,False,NR1I1,VDR,Steroid hormone receptors
5GTN,5GTN_1,1,5GTN.A,A,A,PASS,,P37231,"[""X-RAY DIFFRACTION""]",1.85,1.85,0.23165,0.23165,238,503,266,1.0,NEAR_COMPLETE_LBD,,False,NR1C3,PPARγ,Nutritional sensors
5GTO,5GTO_1,1,5GTO.A,A,A,PASS,,P37231,"[""X-RAY DIFFRACTION""]",2.1,2.1,0.24247,0.24247,238,503,266,1.0,NEAR_COMPLETE_LBD,,False,NR1C3,PPARγ,Nutritional sensors
5GTP,5GTP_1,1,5GTP.A,A,A,PASS,,P37231,"[""X-RAY DIFFRACTION""]",2.35,2.35,0.25809,0.25809,238,503,266,1.0,NEAR_COMPLETE_LBD,,False,NR1C3,PPARγ,Nutritional sensors
5GTR,5GTR_1,1,5GTR.A,A,A,PASS,,P03372,"[""X-RAY DIFFRACTION""]",2.804,2.804,0.3674,0.3674,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
5HCV,5HCV_1,1,5HCV.C,C,C,PASS,,P08235,"[""X-RAY DIFFRACTION""]",2.5,2.5,0.25571,0.25571,726,964,233,0.974895,NEAR_COMPLETE_LBD,,False,NR3C2,MR,Steroid hormone receptors
5HCV,5HCV_1,1,5HCV.B,B,B,PASS,,P08235,"[""X-RAY DIFFRACTION""]",2.5,2.5,0.25571,0.25571,726,964,233,0.974895,NEAR_COMPLETE_LBD,,False,NR3C2,MR,Steroid hormone receptors
5HCV,5HCV_1,1,5HCV.A,A,A,PASS,,P08235,"[""X-RAY DIFFRACTION""]",2.5,2.5,0.25571,0.25571,726,964,233,0.974895,NEAR_COMPLETE_LBD,,False,NR3C2,MR,Steroid hormone receptors
5HJP,5HJP_1,1,5HJP.C,C,C,PASS,,P28702,"[""X-RAY DIFFRACTION""]",2.6,2.6,0.2826,0.2826,296,529,231,0.987179,NEAR_COMPLETE_LBD,,False,NR2B2,RXRβ,Nutritional sensors
5HJP,5HJP_1,1,5HJP.A,A,A,PASS,,P28702,"[""X-RAY DIFFRACTION""]",2.6,2.6,0.2826,0.2826,296,529,231,0.987179,NEAR_COMPLETE_LBD,,False,NR2B2,RXRβ,Nutritional sensors
5HJP,5HJP_2,2,5HJP.D,D,D,PASS,,P55055,"[""X-RAY DIFFRACTION""]",2.6,2.6,0.2826,0.2826,222,460,239,1.0,NEAR_COMPLETE_LBD,,False,NR1H2,LXRβ,Nutritional sensors
5HJP,5HJP_2,2,5HJP.B,B,B,PASS,,P55055,"[""X-RAY DIFFRACTION""]",2.6,2.6,0.2826,0.2826,222,460,239,1.0,NEAR_COMPLETE_LBD,,False,NR1H2,LXRβ,Nutritional sensors
5HJS,5HJS_1,1,5HJS.B,B,B,PASS,,Q13133,"[""X-RAY DIFFRACTION""]",1.72,1.72,0.2384,0.2384,209,447,239,1.0,NEAR_COMPLETE_LBD,,False,NR1H3,LXRα,Nutritional sensors
5HJS,5HJS_1,1,5HJS.A,A,A,PASS,,Q13133,"[""X-RAY DIFFRACTION""]",1.72,1.72,0.2384,0.2384,209,447,239,1.0,NEAR_COMPLETE_LBD,,False,NR1H3,LXRα,Nutritional sensors
5HYK,5HYK_1,1,5HYK.A,A,A,PASS,,Q07869,"[""X-RAY DIFFRACTION""]",1.83,1.83,0.2618,0.2618,239,466,228,1.0,NEAR_COMPLETE_LBD,,False,NR1C1,PPARα,Nutritional sensors
5HYR,5HYR_1,1,5HYR.B,B,B,PASS,,P03372,"[""X-RAY DIFFRACTION""]",2.271,2.271,0.252,0.252,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
5HYR,5HYR_1,1,5HYR.A,A,A,PASS,,P03372,"[""X-RAY DIFFRACTION""]",2.271,2.271,0.252,0.252,311,547,237,1.0,NEAR_COMPLETE_LBD,,False,NR3A1,ERα,Steroid hormone receptors
5HZC,5HZC_1,1,5HZC.B,B,B,PASS,,P37231,"[""X-RAY DIFFRACTION""]",2.0,2.0,0.2695,0.2695,238,503,266,1.0,NEAR_COMPLETE_LBD,,False,NR1C3,PPARγ,Nutritional sensors
5HZC,5HZC_1,1,5HZC.A,A,A,PASS,,P37231,"[""X-RAY DIFFRACTION""]",2.0,2.0,0.2695,0.2695,238,503,266,1.0,NEAR_COMPLETE_LBD,,False,NR1C3,PPARγ,Nutritional sensors
5I4V,5I4V_1,1,5I4V.C,C,E,PASS,,P55055,"[""X-RAY DIFFRACTION""]",2.61,2.61,0.24815,0.24815,222,460,239,1.0,NEAR_COMPLETE_LBD,,True,NR1H2,LXRβ,Nutritional sensors
5I4V,5I4V_1,1,5I4V.A,A,A,PASS,,P55055,"[""X-RAY DIFFRACTION""]",2.61,2.61,0.24815,0.24815,222,460,239,1.0,NEAR_COMPLETE_LBD,,True,NR1H2,LXRβ,Nutritional sensors
5I4V,5I4V_2,2,5I4V.D,D,F,PASS,,P28702,"[""X-RAY DIFFRACTION""]",2.61,2.61,0.24815,0.24815,296,529,233,0.995726,NEAR_COMPLETE_LBD,,True,NR2B2,RXRβ,Nutritional sensors
5I4V,5I4V_2,2,5I4V.B,B,B,PASS,,P28702,"[""X-RAY DIFFRACTION""]",2.61,2.61,0.24815,0.24815,296,529,233,0.995726,NEAR_COMPLETE_LBD,,True,NR2B2,RXRβ,Nutritional sensors
5IAW,5IAW_1,1,5IAW.B,B,B,PASS,,Q96RI1,"[""X-RAY DIFFRACTION""]",2.58,2.58,0.2491,0.2491,262,486,225,1.0,NEAR_COMPLETE_LBD,,False,NR1H4,FXR,Nutritional sensors
5IAW,5IAW_1,1,5IAW.A,A,A,PASS,,Q96RI1,"[""X-RAY DIFFRACTION""]",2.58,2.58,0.2491,0.2491,262,486,225,1.0,NEAR_COMPLETE_LBD,,False,NR1H4,FXR,Nutritional sensors
